instance,scale,rule,ort_feasible,droc_feasible,ort_vehicles,droc_vehicles,ort_distance,droc_distance,ort_runtime,droc_runtime,vehicle_improvement,distance_improvement,runtime_ratio
ORTEC-SYNTH-500-s223,500,latest,True,True,42.0,40.0,173664.1,179271.0,79.53,189.07,4.761904761904762,-3.228588982984966,2.3773418835659497
ORTEC-SYNTH-500-s223,500,retry,True,True,42.0,40.0,173664.1,179271.0,79.53,189.07,4.761904761904762,-3.228588982984966,2.3773418835659497
ORTEC-SYNTH-500-s221,500,latest,True,True,43.0,42.0,232039.0,224693.0,121.95,182.45,2.3255813953488373,3.165847120527153,1.4961049610496104
ORTEC-SYNTH-500-s221,500,retry,True,True,43.0,39.0,232039.0,215690.0,121.95,183.62,9.30232558139535,7.045798335624615,1.50569905699057
ORTEC-SYNTH-500-s224,500,latest,True,True,44.0,42.0,229434.7,225392.0,93.77,182.99,4.545454545454546,1.7620264066420692,1.9514770182361099
ORTEC-SYNTH-500-s224,500,retry,True,True,44.0,40.0,229434.7,215861.0,93.77,175.55,9.090909090909092,5.9161495623809355,1.8721339447584517
ORTEC-SYNTH-500-s225,500,latest,True,True,47.0,45.0,246397.3,195281.0,75.67,191.18,4.25531914893617,20.745478948024182,2.5264966301044005
ORTEC-SYNTH-500-s225,500,retry,True,True,47.0,45.0,246397.3,195281.0,75.67,191.18,4.25531914893617,20.745478948024182,2.5264966301044005
ORTEC-SYNTH-500-s226,500,latest,False,True,43.0,43.0,204410.5,227069.0,74.49,183.2,,,2.4593905222177472
ORTEC-SYNTH-500-s226,500,retry,False,True,43.0,43.0,204410.5,190751.0,74.49,140.19,,,1.8819975835682643
ORTEC-SYNTH-500-s228,500,latest,True,True,45.0,45.0,243490.5,194113.0,100.3,185.18,0.0,20.27902525971239,1.8462612163509473
ORTEC-SYNTH-500-s228,500,retry,True,True,45.0,43.0,243490.5,244475.0,100.3,257.2,4.444444444444445,-0.4043278895891215,2.564307078763709
ORTEC-SYNTH-500-s229,500,latest,True,True,41.0,40.0,201730.0,202030.0,89.61,190.22,2.4390243902439024,-0.1487136271253656,2.1227541569021313
ORTEC-SYNTH-500-s229,500,retry,True,True,41.0,40.0,201730.0,202030.0,89.61,190.22,2.4390243902439024,-0.1487136271253656,2.1227541569021313
ORTEC-SYNTH-500-s227,500,latest,True,True,43.0,43.0,224800.9,173559.0,122.7,194.18,0.0,22.794348243267706,1.582559087204564
ORTEC-SYNTH-500-s227,500,retry,True,True,43.0,43.0,224800.9,173559.0,122.7,194.18,0.0,22.794348243267706,1.582559087204564
ORTEC-SYNTH-500-s230,500,latest,True,True,43.0,41.0,226994.1,179513.0,83.85,192.25,4.651162790697675,20.917327807198514,2.2927847346452
ORTEC-SYNTH-500-s230,500,retry,True,True,43.0,40.0,226994.1,220517.0,83.85,175.95,6.976744186046512,2.8534221814575824,2.098389982110912
ORTEC-SYNTH-500-s232,500,latest,True,True,44.0,42.0,235105.3,232823.0,66.7,169.8,4.545454545454546,0.9707565078286148,2.5457271364317844
ORTEC-SYNTH-500-s232,500,retry,True,True,44.0,39.0,235105.3,227595.0,66.7,272.56,11.363636363636363,3.194440959008576,4.086356821589205
ORTEC-SYNTH-500-s231,500,latest,True,True,43.0,42.0,249534.3,250345.0,87.44,175.94,2.3255813953488373,-0.3248851961433806,2.0121225983531565
ORTEC-SYNTH-500-s231,500,retry,True,True,43.0,40.0,249534.3,234376.0,87.44,167.92,6.976744186046512,6.074635831627151,1.920402561756633
ORTEC-SYNTH-500-s234,500,latest,False,True,45.0,47.0,231726.5,216126.0,77.3,130.9,,,1.6934023285899096
ORTEC-SYNTH-500-s234,500,retry,False,True,45.0,46.0,231726.5,318337.0,77.3,157.35,,,2.035575679172057
ORTEC-SYNTH-500-s233,500,latest,False,True,43.0,46.0,204453.6,204651.0,121.82,140.8,,,1.1558036447217208
ORTEC-SYNTH-500-s233,500,retry,False,True,43.0,43.0,204453.6,217856.0,121.82,141.74,,,1.1635199474634708
ORTEC-SYNTH-500-s235,500,latest,False,True,46.0,47.0,256864.1,348744.0,86.93,140.74,,,1.619003796157828
ORTEC-SYNTH-500-s235,500,retry,False,True,46.0,47.0,256864.1,218782.0,86.93,183.66,,,2.112734383987116
ORTEC-SYNTH-500-s236,500,latest,False,True,47.0,45.0,233178.0,225794.0,81.62,176.35,,,2.160622396471453
ORTEC-SYNTH-500-s236,500,retry,False,True,47.0,45.0,233178.0,225794.0,81.62,176.35,,,2.160622396471453
ORTEC-SYNTH-500-s237,500,latest,True,True,46.0,44.0,270241.1,194898.0,90.76,168.38,4.3478260869565215,27.8799560836601,1.8552225650066108
ORTEC-SYNTH-500-s237,500,retry,True,True,46.0,41.0,270241.1,254697.0,90.76,175.2,10.869565217391305,5.751937806647463,1.9303657999118553
ORTEC-SYNTH-500-s239,500,latest,True,True,45.0,44.0,251016.5,252320.0,79.03,184.09,2.2222222222222223,-0.51928857266355,2.329368594204732
ORTEC-SYNTH-500-s239,500,retry,True,True,45.0,41.0,251016.5,241433.0,79.03,112.52,8.88888888888889,3.817876514093695,1.423763127926104
ORTEC-SYNTH-500-s240,500,latest,False,True,47.0,50.0,247135.8,357262.0,76.12,144.64,,,1.9001576458223854
ORTEC-SYNTH-500-s240,500,retry,False,True,47.0,45.0,247135.8,221534.0,76.12,130.81,,,1.7184708355228586
ORTEC-SYNTH-500-s238,500,latest,False,False,0.0,0.0,0.0,0.0,122.9,160.11,,,1.302766476810415
ORTEC-SYNTH-500-s238,500,retry,False,True,0.0,44.0,0.0,232773.0,122.9,129.77,,,1.0558991049633848
ORTEC-SYNTH-500-s241,500,latest,True,True,45.0,45.0,215045.0,210098.0,92.48,162.48,0.0,2.300448743286289,1.7569204152249134
ORTEC-SYNTH-500-s241,500,retry,True,True,45.0,42.0,215045.0,213281.0,92.48,173.9,6.666666666666667,0.8202934269571485,1.8804065743944636
ORTEC-SYNTH-500-s242,500,latest,False,True,42.0,44.0,213691.0,288912.0,83.09,141.17,,,1.6990010831628353
ORTEC-SYNTH-500-s242,500,retry,False,True,42.0,41.0,213691.0,275856.0,83.09,138.65,,,1.6686725237694067
ORTEC-SYNTH-500-s243,500,latest,True,True,42.0,42.0,206526.3,206082.0,83.6,161.82,0.0,0.21512998586620125,1.935645933014354
ORTEC-SYNTH-500-s243,500,retry,True,True,42.0,42.0,206526.3,206082.0,83.6,161.82,0.0,0.21512998586620125,1.935645933014354
ORTEC-SYNTH-500-s244,500,latest,True,True,44.0,43.0,231709.7,232518.0,121.57,186.76,2.272727272727273,-0.3488416755966575,1.536234268322777
ORTEC-SYNTH-500-s244,500,retry,True,True,44.0,43.0,231709.7,176677.0,121.57,168.69,2.272727272727273,23.75071047953539,1.387595623920375
ORTEC-SYNTH-500-s245,500,latest,True,True,45.0,45.0,227007.1,181120.0,93.59,190.88,0.0,20.213949255331663,2.039534138262635
ORTEC-SYNTH-500-s245,500,retry,True,True,45.0,43.0,227007.1,224890.0,93.59,190.17,4.444444444444445,0.932614001940911,2.031947857677102
ORTEC-SYNTH-500-s246,500,latest,True,True,42.0,43.0,209492.5,213798.0,88.47,176.41,-2.380952380952381,-2.0552048402687446,1.9940092686786481
ORTEC-SYNTH-500-s246,500,retry,True,True,42.0,40.0,209492.5,200062.0,88.47,207.22,4.761904761904762,4.501593135792451,2.342262913982141
ORTEC-SYNTH-500-s247,500,latest,True,True,44.0,44.0,243589.3,247719.0,103.39,186.44,0.0,-1.6953536136439538,1.8032691749685656
ORTEC-SYNTH-500-s247,500,retry,True,True,44.0,42.0,243589.3,236452.0,103.39,166.37,4.545454545454546,2.9300548094682277,1.6091498210658672
ORTEC-SYNTH-500-s249,500,latest,True,True,44.0,43.0,216547.6,211546.0,76.26,185.42,2.272727272727273,2.3097000382363997,2.431418830317335
ORTEC-SYNTH-500-s249,500,retry,True,True,44.0,43.0,216547.6,211546.0,76.26,185.42,2.272727272727273,2.3097000382363997,2.431418830317335
ORTEC-SYNTH-500-s248,500,latest,True,True,46.0,44.0,224109.9,165255.0,121.54,188.07,4.3478260869565215,26.261624319139848,1.547391805167023
ORTEC-SYNTH-500-s248,500,retry,True,True,46.0,41.0,224109.9,211828.0,121.54,165.13,10.869565217391305,5.480302298113557,1.3586473588941912
ORTEC-SYNTH-500-s251,500,latest,True,True,43.0,42.0,167368.7,136398.0,61.79,183.59,2.3255813953488373,18.504475448515766,2.9711927496358634
ORTEC-SYNTH-500-s251,500,retry,True,True,43.0,40.0,167368.7,165895.0,61.79,346.29,6.976744186046512,0.8805111110978406,5.604304903706102
ORTEC-SYNTH-500-s250,500,latest,False,False,0.0,0.0,0.0,0.0,120.85,344.07,,,2.8470831609433183
ORTEC-SYNTH-500-s250,500,retry,False,True,0.0,44.0,0.0,339012.0,120.85,153.12,,,1.267025237898221
ORTEC-SYNTH-500-s252,500,latest,False,False,0.0,0.0,0.0,0.0,120.86,400.55,,,3.3141651497600533
ORTEC-SYNTH-500-s252,500,retry,False,True,0.0,42.0,0.0,246304.0,120.86,186.1,,,1.539798113519775
ORTEC-SYNTH-500-s254,500,latest,True,True,45.0,44.0,214472.5,222457.0,85.85,156.07,2.2222222222222223,-3.7228549114688363,1.8179382644146769
ORTEC-SYNTH-500-s254,500,retry,True,True,45.0,43.0,214472.5,222996.0,85.85,189.04,4.444444444444445,-3.974169182529229,2.201980198019802
ORTEC-SYNTH-500-s253,500,latest,False,True,47.0,46.0,245416.1,189352.0,121.48,160.14,,,1.3182416858742179
ORTEC-SYNTH-500-s253,500,retry,False,True,47.0,46.0,245416.1,189352.0,121.48,160.14,,,1.3182416858742179
ORTEC-SYNTH-500-s256,500,latest,True,True,45.0,43.0,222624.9,220357.0,72.39,189.76,4.444444444444445,1.0187090482690815,2.6213565409586956
ORTEC-SYNTH-500-s256,500,retry,True,True,45.0,42.0,222624.9,178975.0,72.39,253.72,6.666666666666667,19.606926269253798,3.5049039922641247
ORTEC-SYNTH-500-s255,500,latest,False,False,0.0,0.0,0.0,0.0,120.9,265.66,,,2.1973531844499585
ORTEC-SYNTH-500-s255,500,retry,False,True,0.0,43.0,0.0,201051.0,120.9,148.37,,,1.2272125723738627
ORTEC-SYNTH-500-s257,500,latest,False,True,44.0,43.0,238885.0,190735.0,79.78,152.24,,,1.9082476811230886
ORTEC-SYNTH-500-s257,500,retry,False,True,44.0,43.0,238885.0,190735.0,79.78,152.24,,,1.9082476811230886
ORTEC-SYNTH-500-s260,500,latest,True,True,43.0,43.0,212370.6,209036.0,70.83,188.74,0.0,1.570179676471228,2.664690103063674
ORTEC-SYNTH-500-s260,500,retry,True,True,43.0,43.0,212370.6,203102.0,70.83,183.38,0.0,4.36435175113693,2.5890159536919386
ORTEC-SYNTH-500-s258,500,latest,True,True,48.0,46.0,263664.5,251131.0,122.05,177.37,4.166666666666666,4.753578885287933,1.4532568619418271
ORTEC-SYNTH-500-s258,500,retry,True,True,48.0,43.0,263664.5,243489.0,122.05,203.59,10.416666666666668,7.651959213318441,1.6680868496517822
ORTEC-SYNTH-500-s261,500,latest,True,True,49.0,48.0,264007.9,261043.0,92.99,185.38,2.0408163265306123,1.1230345758592917,1.9935476933003549
ORTEC-SYNTH-500-s261,500,retry,True,True,49.0,48.0,264007.9,261043.0,92.99,185.38,2.0408163265306123,1.1230345758592917,1.9935476933003549
ORTEC-SYNTH-500-s259,500,latest,True,True,46.0,46.0,234347.2,249370.0,106.9,203.97,0.0,-6.410488369393782,1.908044901777362
ORTEC-SYNTH-500-s259,500,retry,True,True,46.0,42.0,234347.2,229945.0,106.9,163.03,8.695652173913043,1.8784948145316056,1.525070159027128
ORTEC-SYNTH-500-s262,500,latest,True,True,41.0,40.0,188052.2,148798.0,66.94,223.19,2.4390243902439024,20.87409772392985,3.3341798625634897
ORTEC-SYNTH-500-s262,500,retry,True,True,41.0,40.0,188052.2,148798.0,66.94,223.19,2.4390243902439024,20.87409772392985,3.3341798625634897
ORTEC-SYNTH-500-s264,500,latest,True,True,44.0,37.0,202373.4,172431.0,69.13,184.87,15.909090909090908,14.795620373033213,2.674236944886446
ORTEC-SYNTH-500-s264,500,retry,True,True,44.0,37.0,202373.4,172431.0,69.13,184.87,15.909090909090908,14.795620373033213,2.674236944886446
ORTEC-SYNTH-500-s265,500,latest,False,True,46.0,49.0,210222.3,272104.0,90.36,136.82,,,1.514165559982293
ORTEC-SYNTH-500-s265,500,retry,False,True,46.0,49.0,210222.3,272104.0,90.36,136.82,,,1.514165559982293
ORTEC-SYNTH-500-s263,500,latest,True,True,45.0,42.0,231127.4,222317.0,122.74,182.47,6.666666666666667,3.811923640381882,1.4866384226820923
ORTEC-SYNTH-500-s263,500,retry,True,True,45.0,40.0,231127.4,212276.0,122.74,161.09,11.11111111111111,8.156280908278289,1.3124490793547336
ORTEC-SYNTH-500-s266,500,latest,False,True,43.0,46.0,209775.8,289112.0,72.84,134.65,,,1.848572213069742
ORTEC-SYNTH-500-s266,500,retry,False,True,43.0,43.0,209775.8,288303.0,72.84,136.93,,,1.879873695771554
ORTEC-SYNTH-500-s267,500,latest,True,True,47.0,44.0,229738.0,174261.0,84.53,153.94,6.382978723404255,24.147942438778085,1.8211285933987933
ORTEC-SYNTH-500-s267,500,retry,True,True,47.0,41.0,229738.0,220768.0,84.53,184.05,12.76595744680851,3.904447675177811,2.17733349106826
ORTEC-SYNTH-500-s268,500,latest,True,True,42.0,43.0,203075.3,165410.0,81.28,197.36,-2.380952380952381,18.54745505731125,2.428149606299213
ORTEC-SYNTH-500-s268,500,retry,True,True,42.0,40.0,203075.3,203614.0,81.28,197.34,4.761904761904762,-0.26527105955279234,2.4279035433070866
ORTEC-SYNTH-500-s45,500,latest,True,True,42.0,44.0,225122.3,291700.0,86.07,138.93,-4.761904761904762,-29.574013769404463,1.614151272220286
ORTEC-SYNTH-500-s45,500,retry,True,True,42.0,40.0,225122.3,224959.0,86.07,169.44,4.761904761904762,0.07253834915509852,1.9686301847333567
ORTEC-SYNTH-500-s46,500,latest,True,True,45.0,46.0,222018.8,226679.0,72.71,172.27,-2.2222222222222223,-2.0990114350676663,2.36927520286068
ORTEC-SYNTH-500-s46,500,retry,True,True,45.0,45.0,222018.8,183133.0,72.71,172.06,0.0,17.51464290411442,2.366387016916518
ORTEC-SYNTH-500-s269,500,latest,False,True,48.0,53.0,272054.4,398709.0,122.1,136.94,,,1.1215397215397216
ORTEC-SYNTH-500-s269,500,retry,False,True,48.0,44.0,272054.4,310845.0,122.1,175.13,,,1.4343161343161344
ORTEC-SYNTH-500-s47,500,latest,True,True,42.0,40.0,170753.8,172720.0,69.55,155.04,4.761904761904762,-1.1514824267454145,2.2291876347951116
ORTEC-SYNTH-500-s47,500,retry,True,True,42.0,40.0,170753.8,172720.0,69.55,155.04,4.761904761904762,-1.1514824267454145,2.2291876347951116
ORTEC-SYNTH-800-s400,800,latest,True,True,70.0,69.0,323202.8,324597.0,121.79,186.21,1.4285714285714286,-0.43137002525968576,1.5289432629936777
ORTEC-SYNTH-800-s400,800,retry,True,True,70.0,67.0,323202.8,262382.0,121.79,107.05,4.285714285714286,18.81815380312299,0.8789720009853025
ORTEC-SYNTH-800-s401,800,latest,False,True,70.0,67.0,337954.6,452184.0,121.51,186.14,,,1.5318903793926424
ORTEC-SYNTH-800-s401,800,retry,False,True,70.0,67.0,337954.6,452184.0,121.51,186.14,,,1.5318903793926424
ORTEC-SYNTH-800-s402,800,latest,False,False,0.0,0.0,0.0,0.0,125.73,346.55,,,2.7563031893740555
ORTEC-SYNTH-800-s402,800,retry,False,True,0.0,65.0,0.0,262854.0,125.73,156.6,,,1.245526127415891
ORTEC-SYNTH-800-s403,800,latest,True,True,69.0,68.0,359042.8,268647.0,122.12,201.09,1.4492753623188406,25.176886989517683,1.6466590239109073
ORTEC-SYNTH-800-s403,800,retry,True,True,69.0,64.0,359042.8,353022.0,122.12,114.94,7.246376811594203,1.6769031435806505,0.9412053717654765
ORTEC-SYNTH-800-s404,800,latest,False,False,0.0,0.0,0.0,0.0,121.95,369.76,,,3.032062320623206
ORTEC-SYNTH-800-s404,800,retry,False,True,0.0,63.0,0.0,393433.0,121.95,165.98,,,1.361049610496105
ORTEC-SYNTH-800-s405,800,latest,False,True,69.0,72.0,371977.4,313233.0,121.61,151.19,,,1.2432365759394786
ORTEC-SYNTH-800-s405,800,retry,False,True,69.0,67.0,371977.4,401536.0,121.61,169.95,,,1.3975002055751993
ORTEC-SYNTH-800-s406,800,latest,True,True,66.0,62.0,324220.2,317239.0,123.36,177.72,6.0606060606060606,2.15322796050339,1.4406614785992218
ORTEC-SYNTH-800-s406,800,retry,True,True,66.0,60.0,324220.2,220283.0,123.36,100.41,9.090909090909092,32.05759542434432,0.8139591439688716
ORTEC-SYNTH-800-s407,800,latest,False,True,0.0,59.0,0.0,231001.0,122.24,151.05,,,1.2356839005235603
ORTEC-SYNTH-800-s407,800,retry,False,True,0.0,59.0,0.0,231001.0,122.24,151.05,,,1.2356839005235603
ORTEC-SYNTH-800-s408,800,latest,True,True,68.0,66.0,331428.6,335400.0,121.54,181.77,2.941176470588235,-1.1982671380804262,1.4955570182655915
ORTEC-SYNTH-800-s408,800,retry,True,True,68.0,66.0,331428.6,335400.0,121.54,181.77,2.941176470588235,-1.1982671380804262,1.4955570182655915
ORTEC-SYNTH-800-s409,800,latest,False,True,67.0,70.0,337010.4,275281.0,121.82,156.4,,,1.2838614349039568
ORTEC-SYNTH-800-s409,800,retry,False,True,67.0,68.0,337010.4,354726.0,121.82,149.66,,,1.2285339024790676
ORTEC-SYNTH-800-s410,800,latest,False,False,0.0,0.0,0.0,0.0,126.01,390.82,,,3.1014998809618284
ORTEC-SYNTH-800-s410,800,retry,False,True,0.0,67.0,0.0,420722.0,126.01,180.01,,,1.4285374176652645
ORTEC-SYNTH-800-s411,800,latest,False,True,71.0,73.0,348377.7,318804.0,121.99,171.53,,,1.4060988605623412
ORTEC-SYNTH-800-s411,800,retry,False,True,71.0,71.0,348377.7,391921.0,121.99,167.94,,,1.3766702188703992
ORTEC-SYNTH-800-s412,800,latest,False,True,76.0,74.0,420198.3,453842.0,121.9,148.5,,,1.2182116488925347
ORTEC-SYNTH-800-s412,800,retry,False,True,76.0,66.0,420198.3,406901.0,121.9,101.02,,,0.8287120590648072
ORTEC-SYNTH-800-s413,800,latest,False,True,70.0,74.0,346389.7,317006.0,122.09,174.82,,,1.431894504054386
ORTEC-SYNTH-800-s413,800,retry,False,True,70.0,70.0,346389.7,304734.0,122.09,145.09,,,1.1883856171676632
ORTEC-SYNTH-800-s414,800,latest,True,True,74.0,75.0,404058.6,323605.0,125.9,193.49,-1.3513513513513513,19.911369291483954,1.536854646544877
ORTEC-SYNTH-800-s414,800,retry,True,True,74.0,73.0,404058.6,388909.0,125.9,249.99,1.3513513513513513,3.749357147700848,1.9856235107227957
ORTEC-SYNTH-800-s415,800,latest,False,True,68.0,67.0,331935.8,339389.0,122.19,176.92,,,1.447908994189377
ORTEC-SYNTH-800-s415,800,retry,False,True,68.0,67.0,331935.8,339389.0,122.19,176.92,,,1.447908994189377
ORTEC-SYNTH-800-s416,800,latest,True,True,69.0,59.0,358283.7,299987.0,121.88,184.61,14.492753623188406,16.271100248211127,1.5146865769609454
ORTEC-SYNTH-800-s416,800,retry,True,True,69.0,59.0,358283.7,299987.0,121.88,184.61,14.492753623188406,16.271100248211127,1.5146865769609454
ORTEC-SYNTH-800-s417,800,latest,False,True,0.0,65.0,0.0,336752.0,124.2,118.68,,,0.9555555555555556
ORTEC-SYNTH-800-s417,800,retry,False,True,0.0,63.0,0.0,398234.0,124.2,182.58,,,1.470048309178744
ORTEC-SYNTH-800-s418,800,latest,False,False,0.0,0.0,0.0,0.0,122.86,360.22,,,2.931955070812307
ORTEC-SYNTH-800-s418,800,retry,False,True,0.0,66.0,0.0,288317.0,122.86,174.82,,,1.422920397200065
ORTEC-SYNTH-800-s419,800,latest,True,True,73.0,71.0,401186.2,406068.0,123.82,210.95,2.73972602739726,-1.216841456660271,1.7036827653044742
ORTEC-SYNTH-800-s419,800,retry,True,True,73.0,61.0,401186.2,330581.0,123.82,115.66,16.43835616438356,17.599109839770165,0.9340978840251979
ORTEC-SYNTH-800-s420,800,latest,False,True,74.0,72.0,408601.7,383095.0,124.15,171.92,,,1.384776480064438
ORTEC-SYNTH-800-s420,800,retry,False,True,74.0,67.0,408601.7,463209.0,124.15,220.78,,,1.7783326621022955
ORTEC-SYNTH-800-s421,800,latest,True,True,68.0,66.0,314376.1,332112.0,124.83,184.76,2.941176470588235,-5.641618430917625,1.4800929263798766
ORTEC-SYNTH-800-s421,800,retry,True,True,68.0,64.0,314376.1,312352.0,124.83,170.17,5.88235294117647,0.6438466537373473,1.3632139710005606
ORTEC-SYNTH-800-s422,800,latest,False,True,71.0,59.0,380856.0,233577.0,124.8,170.49,,,1.3661057692307694
ORTEC-SYNTH-800-s422,800,retry,False,True,71.0,59.0,380856.0,233577.0,124.8,170.49,,,1.3661057692307694
ORTEC-SYNTH-800-s423,800,latest,True,True,68.0,65.0,350863.9,241469.0,125.32,176.41,4.411764705882353,31.178727706099153,1.407676348547718
ORTEC-SYNTH-800-s423,800,retry,True,True,68.0,65.0,350863.9,241469.0,125.32,176.41,4.411764705882353,31.178727706099153,1.407676348547718
ORTEC-SYNTH-800-s424,800,latest,True,True,71.0,69.0,361638.5,344346.0,123.7,224.22,2.8169014084507045,4.781708805893178,1.8126111560226355
ORTEC-SYNTH-800-s424,800,retry,True,True,71.0,62.0,361638.5,324040.0,123.7,112.09,12.676056338028168,10.396708315071542,0.9061438965238481
ORTEC-SYNTH-800-s425,800,latest,True,True,70.0,69.0,369056.1,337117.0,123.67,167.38,1.4285714285714286,8.654266925814253,1.3534406080698633
ORTEC-SYNTH-800-s425,800,retry,True,True,70.0,65.0,369056.1,259160.0,123.67,107.64,7.142857142857142,29.777613755740656,0.8703808522681329
ORTEC-SYNTH-800-s426,800,latest,False,True,0.0,71.0,0.0,301087.0,123.62,143.57,,,1.1613816534541335
ORTEC-SYNTH-800-s426,800,retry,False,True,0.0,58.0,0.0,323848.0,123.62,142.69,,,1.154263064229089
ORTEC-SYNTH-800-s427,800,latest,False,True,76.0,73.0,408289.6,417415.0,125.09,195.34,,,1.5615956511311855
ORTEC-SYNTH-800-s427,800,retry,False,True,76.0,69.0,408289.6,383961.0,125.09,150.52,,,1.2032936285874172
ORTEC-SYNTH-800-s428,800,latest,False,False,0.0,0.0,0.0,0.0,125.42,317.26,,,2.529580609153245
ORTEC-SYNTH-800-s428,800,retry,False,True,0.0,76.0,0.0,461735.0,125.42,213.52,,,1.7024398022643916
ORTEC-SYNTH-800-s429,800,latest,False,False,0.0,0.0,0.0,0.0,123.51,387.95,,,3.1410412112379564
ORTEC-SYNTH-800-s429,800,retry,False,True,0.0,65.0,0.0,297133.0,123.51,259.0,,,2.09699619464011
ORTEC-SYNTH-800-s430,800,latest,True,True,70.0,68.0,385480.7,369831.0,123.83,202.65,2.857142857142857,4.059788207295465,1.6365178066704353
ORTEC-SYNTH-800-s430,800,retry,True,True,70.0,65.0,385480.7,351271.0,123.83,175.68,7.142857142857142,8.874555846764833,1.4187192118226601
ORTEC-SYNTH-800-s431,800,latest,False,False,0.0,0.0,0.0,0.0,123.79,384.12,,,3.1029970110671297
ORTEC-SYNTH-800-s431,800,retry,False,True,0.0,65.0,0.0,374068.0,123.79,101.69,,,0.8214718474836415
ORTEC-SYNTH-800-s432,800,latest,False,True,75.0,75.0,386638.8,316759.0,126.03,182.08,,,1.4447353804649687
ORTEC-SYNTH-800-s432,800,retry,False,True,75.0,72.0,386638.8,316715.0,126.03,235.64,,,1.8697135602634292
ORTEC-SYNTH-800-s433,800,latest,False,False,0.0,0.0,0.0,0.0,125.18,434.74,,,3.4729189966448315
ORTEC-SYNTH-800-s433,800,retry,False,True,0.0,64.0,0.0,282914.0,125.18,161.42,,,1.2895031155136603
ORTEC-SYNTH-800-s434,800,latest,False,True,73.0,72.0,360013.1,302255.0,123.91,144.05,,,1.1625373254781697
ORTEC-SYNTH-800-s434,800,retry,False,True,73.0,72.0,360013.1,302255.0,123.91,144.05,,,1.1625373254781697
ORTEC-SYNTH-800-s435,800,latest,False,False,0.0,0.0,0.0,0.0,123.39,413.56,,,3.3516492422400517
ORTEC-SYNTH-800-s435,800,retry,False,True,0.0,59.0,0.0,401976.0,123.39,165.81,,,1.3437879893022124
ORTEC-SYNTH-800-s436,800,latest,False,False,0.0,0.0,0.0,0.0,123.83,356.77,,,2.881127352014859
ORTEC-SYNTH-800-s436,800,retry,False,True,0.0,69.0,0.0,365174.0,123.83,189.46,,,1.53000080755875
ORTEC-SYNTH-800-s437,800,latest,False,True,0.0,68.0,0.0,289913.0,124.11,181.04,,,1.4587059866247682
ORTEC-SYNTH-800-s437,800,retry,False,True,0.0,68.0,0.0,289913.0,124.11,181.04,,,1.4587059866247682
ORTEC-SYNTH-800-s438,800,latest,False,True,77.0,71.0,381989.2,343960.0,122.56,185.61,,,1.514441906005222
ORTEC-SYNTH-800-s438,800,retry,False,True,77.0,71.0,381989.2,343960.0,122.56,185.61,,,1.514441906005222
ORTEC-SYNTH-800-s439,800,latest,True,True,68.0,66.0,321246.3,298639.0,124.06,181.2,2.941176470588235,7.0373728818043935,1.4605835885861678
ORTEC-SYNTH-800-s439,800,retry,True,True,68.0,62.0,321246.3,289236.0,124.06,107.11,8.823529411764707,9.964410485039046,0.8633725616637111
ORTEC-SYNTH-800-s440,800,latest,False,False,0.0,0.0,0.0,0.0,125.18,246.93,,,1.9725994567822336
ORTEC-SYNTH-800-s440,800,retry,False,False,0.0,0.0,0.0,0.0,125.18,246.93,,,1.9725994567822336
ORTEC-SYNTH-800-s441,800,latest,True,True,75.0,68.0,383406.9,356622.0,122.89,183.14,9.333333333333334,6.9860245081661345,1.490275856456994
ORTEC-SYNTH-800-s441,800,retry,True,True,75.0,66.0,383406.9,362443.0,122.89,178.38,12.0,5.467794137246884,1.451542029457238
ORTEC-SYNTH-800-s442,800,latest,True,True,68.0,66.0,301439.3,285313.0,124.08,194.58,2.941176470588235,5.349766934835634,1.5681818181818183
ORTEC-SYNTH-800-s442,800,retry,True,True,68.0,60.0,301439.3,272711.0,124.08,161.8,11.76470588235294,9.530376430677748,1.3039974210186978
ORTEC-SYNTH-800-s443,800,latest,False,False,0.0,0.0,0.0,0.0,124.8,377.79,,,3.027163461538462
ORTEC-SYNTH-800-s443,800,retry,False,True,0.0,66.0,0.0,363790.0,124.8,158.19,,,1.267548076923077
ORTEC-SYNTH-800-s444,800,latest,False,True,68.0,68.0,370425.5,264885.0,124.59,168.0,,,1.3484228268721405
ORTEC-SYNTH-800-s444,800,retry,False,True,68.0,67.0,370425.5,378351.0,124.59,179.06,,,1.43719399630789
ORTEC-SYNTH-800-s445,800,latest,True,True,67.0,68.0,348347.8,336037.0,123.52,207.22,-1.4925373134328357,3.5340541837783928,1.6776230569948187
ORTEC-SYNTH-800-s445,800,retry,True,True,67.0,66.0,348347.8,327750.0,123.52,167.51,1.4925373134328357,5.912998445806171,1.356136658031088
ORTEC-SYNTH-800-s446,800,latest,True,True,71.0,66.0,366755.1,256870.0,123.18,103.02,7.042253521126761,29.961437482396285,0.8363370677057963
ORTEC-SYNTH-800-s446,800,retry,True,True,71.0,66.0,366755.1,256870.0,123.18,103.02,7.042253521126761,29.961437482396285,0.8363370677057963
ORTEC-SYNTH-800-s447,800,latest,False,True,69.0,62.0,283784.5,218023.0,123.38,196.67,,,1.5940184794942454
ORTEC-SYNTH-800-s447,800,retry,False,True,69.0,62.0,283784.5,218023.0,123.38,196.67,,,1.5940184794942454
