scenario,scale,rule,ort_feasible,droc_feasible,ort_served_rate,droc_served_rate,served_gain_pp,ort_runtime,droc_runtime,runtime_ratio
ORTEC-SYNTH-500-s234_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,79.71,877.06,11.003136369338854
ORTEC-SYNTH-500-s234_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,79.71,733.41,9.200978547233722
ORTEC-SYNTH-500-s235_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,91.71,868.35,9.468433104350671
ORTEC-SYNTH-500-s235_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,91.71,799.61,8.718896521644314
ORTEC-SYNTH-500-s236_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,81.76,845.42,10.340264187866927
ORTEC-SYNTH-500-s236_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,81.76,654.97,8.010885518590998
ORTEC-SYNTH-500-s237_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,79.11,816.37,10.319428643660725
ORTEC-SYNTH-500-s237_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,79.11,595.52,7.52774617621034
ORTEC-SYNTH-500-s239_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,81.7,815.99,9.987637698898409
ORTEC-SYNTH-500-s239_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,81.7,613.57,7.5100367197062425
ORTEC-SYNTH-500-s240_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,70.09,765.75,10.92523897845627
ORTEC-SYNTH-500-s240_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,70.09,565.22,8.064203167356256
ORTEC-SYNTH-500-s241_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,93.36,782.78,8.38453299057412
ORTEC-SYNTH-500-s241_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,93.36,718.85,7.699764353041989
ORTEC-SYNTH-500-s242_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,75.09,841.94,11.21241177253962
ORTEC-SYNTH-500-s242_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,75.09,607.95,8.09628445864962
ORTEC-SYNTH-500-s238_dyn5e,500,latest,False,False,0.8,0.802,0.20000000000000018,182.41,1158.39,6.35047420645798
ORTEC-SYNTH-500-s238_dyn5e,500,retry,False,True,0.8,1.002,20.199999999999996,182.41,654.76,3.5894961899018694
ORTEC-SYNTH-500-s243_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,84.55,936.46,11.075813128326434
ORTEC-SYNTH-500-s243_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,84.55,703.2,8.316972205795388
ORTEC-SYNTH-500-s244_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,95.3,856.13,8.983525708289612
ORTEC-SYNTH-500-s244_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,95.3,651.94,6.840923399790137
ORTEC-SYNTH-500-s245_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,91.28,813.85,8.915972830850132
ORTEC-SYNTH-500-s245_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,91.28,579.47,6.348269062226118
ORTEC-SYNTH-500-s246_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,85.02,872.07,10.257233592095979
ORTEC-SYNTH-500-s246_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,85.02,711.04,8.363208656786638
ORTEC-SYNTH-500-s247_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,104.61,867.76,8.295191664276837
ORTEC-SYNTH-500-s247_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,104.61,616.67,5.894943122072459
ORTEC-SYNTH-500-s248_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,98.53,893.11,9.064345884502183
ORTEC-SYNTH-500-s248_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,98.53,590.51,5.993200040596772
ORTEC-SYNTH-500-s249_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,91.39,785.22,8.59196848670533
ORTEC-SYNTH-500-s249_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,91.39,760.08,8.316883685304738
ORTEC-SYNTH-500-s251_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,92.64,843.93,9.109779792746114
ORTEC-SYNTH-500-s251_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,92.64,611.29,6.598553540587219
ORTEC-SYNTH-500-s253_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,88.64,825.03,9.307648916967509
ORTEC-SYNTH-500-s253_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,88.64,825.03,9.307648916967509
ORTEC-SYNTH-500-s254_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,87.44,845.36,9.667886550777677
ORTEC-SYNTH-500-s254_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,87.44,793.77,9.07788197621226
ORTEC-SYNTH-500-s256_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,86.58,812.07,9.37941787941788
ORTEC-SYNTH-500-s256_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,86.58,636.2,7.3481173481173485
ORTEC-SYNTH-500-s257_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,84.37,900.63,10.674765912054047
ORTEC-SYNTH-500-s257_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,84.37,795.01,9.422899134763542
ORTEC-SYNTH-500-s252_dyn5e,500,latest,False,False,0.4,0.402,0.20000000000000018,397.42,2159.26,5.433194101957627
ORTEC-SYNTH-500-s252_dyn5e,500,retry,False,True,0.4,1.002,60.199999999999996,397.42,984.33,2.476800362337074
ORTEC-SYNTH-500-s258_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,86.29,848.96,9.83845173252984
ORTEC-SYNTH-500-s258_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,86.29,848.96,9.83845173252984
ORTEC-SYNTH-500-s259_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,87.22,930.0,10.662692043109379
ORTEC-SYNTH-500-s259_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,87.22,795.17,9.116831002063746
ORTEC-SYNTH-500-s260_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,100.66,867.74,8.62050466918339
ORTEC-SYNTH-500-s260_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,100.66,580.43,5.76624279753626
ORTEC-SYNTH-500-s255_dyn5e,500,latest,False,False,0.4,0.402,0.20000000000000018,397.33,1877.09,4.724259431706642
ORTEC-SYNTH-500-s255_dyn5e,500,retry,False,True,0.4,1.002,60.199999999999996,397.33,628.08,1.5807515163717818
ORTEC-SYNTH-500-s261_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,89.23,855.5,9.587582651574582
ORTEC-SYNTH-500-s261_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,89.23,729.31,8.173372184242966
ORTEC-SYNTH-500-s262_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,76.61,915.19,11.946090588695993
ORTEC-SYNTH-500-s262_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,76.61,676.15,8.825871296175434
ORTEC-SYNTH-500-s263_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,93.58,858.02,9.168839495618721
ORTEC-SYNTH-500-s263_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,93.58,802.94,8.580252190639026
ORTEC-SYNTH-500-s250_dyn5e,500,latest,False,False,0.0,0.386,38.6,725.46,1863.87,2.569225043420726
ORTEC-SYNTH-500-s250_dyn5e,500,retry,False,True,0.0,1.002,100.2,725.46,719.34,0.991563973203209
ORTEC-SYNTH-500-s264_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,90.08,839.18,9.315941385435169
ORTEC-SYNTH-500-s264_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,90.08,709.02,7.871003552397869
ORTEC-SYNTH-500-s265_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,91.74,891.43,9.716917375190757
ORTEC-SYNTH-500-s265_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,91.74,754.69,8.22640069762372
ORTEC-SYNTH-500-s266_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,89.49,877.14,9.80154207173986
ORTEC-SYNTH-500-s266_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,89.49,784.12,8.762096323611578
ORTEC-SYNTH-500-s268_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,78.61,880.85,11.205317389645083
ORTEC-SYNTH-500-s268_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,78.61,687.52,8.745961073654751
ORTEC-SYNTH-500-s267_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,86.2,809.68,9.393039443155452
ORTEC-SYNTH-500-s267_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,86.2,617.24,7.160556844547564
ORTEC-SYNTH-500-s269_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,104.37,856.66,8.207914151576123
ORTEC-SYNTH-500-s269_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,104.37,681.15,6.526300661109514
ORTEC-SYNTH-500-s45_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,94.84,828.82,8.739139603542808
ORTEC-SYNTH-500-s45_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,94.84,706.45,7.448861239983129
ORTEC-SYNTH-500-s46_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,82.44,791.63,9.602498786996604
ORTEC-SYNTH-500-s46_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,82.44,710.12,8.613779718583212
ORTEC-SYNTH-500-s47_dyn5e,500,latest,True,True,1.0,1.002,0.20000000000000018,80.84,936.47,11.58424047501237
ORTEC-SYNTH-500-s47_dyn5e,500,retry,True,True,1.0,1.002,0.20000000000000018,80.84,719.23,8.896956952003958
ORTEC-SYNTH-800-s400_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,160.67,891.5,5.548640069708098
ORTEC-SYNTH-800-s400_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,160.67,891.5,5.548640069708098
ORTEC-SYNTH-800-s401_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,163.53,925.64,5.660368128172201
ORTEC-SYNTH-800-s401_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,163.53,859.47,5.255732893047147
ORTEC-SYNTH-800-s403_dyn5e,800,latest,True,True,1.0,0.9838,-1.6199999999999992,183.13,909.78,4.967946267678698
ORTEC-SYNTH-800-s403_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,183.13,827.37,4.517938076776061
ORTEC-SYNTH-800-s405_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,168.26,1007.05,5.985082610246048
ORTEC-SYNTH-800-s405_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,168.26,714.29,4.245156305717342
ORTEC-SYNTH-800-s406_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,145.11,967.59,6.6679760181930945
ORTEC-SYNTH-800-s406_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,145.11,827.22,5.700640893115567
ORTEC-SYNTH-800-s408_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,160.38,871.51,5.434031674772416
ORTEC-SYNTH-800-s408_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,160.38,871.51,5.434031674772416
ORTEC-SYNTH-800-s402_dyn5e,800,latest,False,False,0.2,0.2013,0.12999999999999956,520.94,2146.98,4.121357545974584
ORTEC-SYNTH-800-s402_dyn5e,800,retry,False,True,0.2,1.0012,80.12000000000002,520.94,858.66,1.6482896302837176
ORTEC-SYNTH-800-s407_dyn5e,800,latest,False,False,0.6,0.6012,0.11999999999999789,349.8,1658.46,4.741166380789022
ORTEC-SYNTH-800-s407_dyn5e,800,retry,False,True,0.6,1.0012,40.12000000000001,349.8,776.88,2.220926243567753
ORTEC-SYNTH-800-s409_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,158.15,1085.94,6.866519127410686
ORTEC-SYNTH-800-s409_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,158.15,824.24,5.211760986405311
ORTEC-SYNTH-800-s411_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,139.52,935.59,6.705776949541284
ORTEC-SYNTH-800-s411_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,139.52,591.83,4.241900802752293
ORTEC-SYNTH-800-s412_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,168.54,893.73,5.302776788892845
ORTEC-SYNTH-800-s412_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,168.54,713.13,4.2312210751157
ORTEC-SYNTH-800-s404_dyn5e,800,latest,False,False,0.0,0.91,91.0,728.89,1726.88,2.3691915103787955
ORTEC-SYNTH-800-s404_dyn5e,800,retry,False,True,0.0,1.0012,100.12,728.89,1028.12,1.4105283376092412
ORTEC-SYNTH-800-s413_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,153.45,899.55,5.86217008797654
ORTEC-SYNTH-800-s413_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,153.45,855.99,5.578299120234605
ORTEC-SYNTH-800-s414_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,148.41,849.58,5.724546863418907
ORTEC-SYNTH-800-s414_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,148.41,709.34,4.7795970621925745
ORTEC-SYNTH-800-s415_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,151.03,862.01,5.707541548036814
ORTEC-SYNTH-800-s415_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,151.03,823.96,5.455604846719195
ORTEC-SYNTH-800-s410_dyn5e,800,latest,False,False,0.2,1.0,80.0,512.28,2294.19,4.478390723822909
ORTEC-SYNTH-800-s410_dyn5e,800,retry,False,False,0.2,1.0,80.0,512.28,2294.19,4.478390723822909
ORTEC-SYNTH-800-s416_dyn5e,800,latest,True,True,1.0,0.9925,-0.7499999999999951,159.8,923.27,5.7776595744680845
ORTEC-SYNTH-800-s416_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,159.8,931.21,5.827346683354192
ORTEC-SYNTH-800-s419_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,163.62,975.2,5.960151570712627
ORTEC-SYNTH-800-s419_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,163.62,619.12,3.7838895000611172
ORTEC-SYNTH-800-s420_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,194.48,936.63,4.816073632250103
ORTEC-SYNTH-800-s420_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,194.48,763.64,3.9265734265734267
ORTEC-SYNTH-800-s421_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,166.11,826.1,4.973210523147312
ORTEC-SYNTH-800-s421_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,166.11,826.1,4.973210523147312
ORTEC-SYNTH-800-s422_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,181.01,931.71,5.147284680404398
ORTEC-SYNTH-800-s422_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,181.01,768.0,4.242859510524281
ORTEC-SYNTH-800-s418_dyn5e,800,latest,False,False,0.2,0.2013,0.12999999999999956,516.04,2116.98,4.102356406480118
ORTEC-SYNTH-800-s418_dyn5e,800,retry,False,False,0.2,0.2013,0.12999999999999956,516.04,2116.98,4.102356406480118
ORTEC-SYNTH-800-s423_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,166.21,784.78,4.721617231213525
ORTEC-SYNTH-800-s423_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,166.21,784.78,4.721617231213525
ORTEC-SYNTH-800-s424_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,172.93,977.02,5.64980049731105
ORTEC-SYNTH-800-s424_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,172.93,647.27,3.7429595790204124
ORTEC-SYNTH-800-s425_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,167.98,994.77,5.92195499464222
ORTEC-SYNTH-800-s425_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,167.98,896.88,5.33920704845815
ORTEC-SYNTH-800-s417_dyn5e,800,latest,False,False,0.0,0.0,0.0,727.52,2215.63,3.04545579502969
ORTEC-SYNTH-800-s417_dyn5e,800,retry,False,False,0.0,0.0,0.0,727.52,2215.63,3.04545579502969
ORTEC-SYNTH-800-s427_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,169.88,855.82,5.037791382152108
ORTEC-SYNTH-800-s427_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,169.88,829.75,4.884330115375559
ORTEC-SYNTH-800-s430_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,179.89,873.1,4.853521596531214
ORTEC-SYNTH-800-s430_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,179.89,754.58,4.194674523319807
ORTEC-SYNTH-800-s426_dyn5e,800,latest,False,False,0.2,0.2013,0.12999999999999956,512.69,1903.19,3.712165246055121
ORTEC-SYNTH-800-s426_dyn5e,800,retry,False,True,0.2,1.0012,80.12000000000002,512.69,917.17,1.7889367844116324
ORTEC-SYNTH-800-s429_dyn5e,800,latest,False,False,0.2,0.2013,0.12999999999999956,523.09,2530.92,4.838402569347531
ORTEC-SYNTH-800-s429_dyn5e,800,retry,False,True,0.2,1.0012,80.12000000000002,523.09,1216.56,2.325718327630044
ORTEC-SYNTH-800-s432_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,186.08,988.28,5.311049011177987
ORTEC-SYNTH-800-s432_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,186.08,652.54,3.506771281169389
ORTEC-SYNTH-800-s434_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,141.06,863.68,6.122784630653622
ORTEC-SYNTH-800-s434_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,141.06,863.68,6.122784630653622
ORTEC-SYNTH-800-s428_dyn5e,800,latest,False,False,0.0,0.0213,2.13,729.06,2389.99,3.2781801223493265
ORTEC-SYNTH-800-s428_dyn5e,800,retry,False,True,0.0,1.0012,100.12,729.06,1130.74,1.5509560255671688
ORTEC-SYNTH-800-s433_dyn5e,800,latest,False,False,0.8,0.8013,0.12999999999999678,238.18,1413.69,5.935385002938954
ORTEC-SYNTH-800-s433_dyn5e,800,retry,False,True,0.8,1.0012,20.120000000000005,238.18,815.74,3.4248887396086993
ORTEC-SYNTH-800-s431_dyn5e,800,latest,False,False,0.2,0.2013,0.12999999999999956,517.15,2755.78,5.328782751619453
ORTEC-SYNTH-800-s431_dyn5e,800,retry,False,True,0.2,1.0012,80.12000000000002,517.15,791.02,1.5295755583486417
ORTEC-SYNTH-800-s438_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,160.84,866.19,5.3854140761004725
ORTEC-SYNTH-800-s438_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,160.84,866.19,5.3854140761004725
ORTEC-SYNTH-800-s435_dyn5e,800,latest,False,False,0.4,0.4012,0.11999999999999789,395.54,1635.69,4.135333973807959
ORTEC-SYNTH-800-s435_dyn5e,800,retry,False,True,0.4,1.0012,60.120000000000005,395.54,804.09,2.0328917429337108
ORTEC-SYNTH-800-s439_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,163.22,860.84,5.274108565126823
ORTEC-SYNTH-800-s439_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,163.22,860.84,5.274108565126823
ORTEC-SYNTH-800-s441_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,162.76,812.11,4.989616613418531
ORTEC-SYNTH-800-s441_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,162.76,812.11,4.989616613418531
ORTEC-SYNTH-800-s440_dyn5e,800,latest,False,False,0.8,0.8013,0.12999999999999678,237.62,1176.32,4.9504250483966
ORTEC-SYNTH-800-s440_dyn5e,800,retry,False,True,0.8,1.0012,20.120000000000005,237.62,681.1,2.8663412170692704
ORTEC-SYNTH-800-s436_dyn5e,800,latest,False,False,0.0,0.0,0.0,729.42,2246.84,3.0803103835924435
ORTEC-SYNTH-800-s436_dyn5e,800,retry,False,False,0.0,0.0,0.0,729.42,2246.84,3.0803103835924435
ORTEC-SYNTH-800-s442_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,157.48,863.47,5.483045466090933
ORTEC-SYNTH-800-s442_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,157.48,712.95,4.527241554483109
ORTEC-SYNTH-800-s437_dyn5e,800,latest,False,False,0.0,0.0,0.0,729.5,2156.62,2.9562988348183685
ORTEC-SYNTH-800-s437_dyn5e,800,retry,False,False,0.0,0.0,0.0,729.5,2156.62,2.9562988348183685
ORTEC-SYNTH-800-s445_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,155.86,872.84,5.600153984344924
ORTEC-SYNTH-800-s445_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,155.86,676.71,4.3417810855896315
ORTEC-SYNTH-800-s444_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,177.23,808.58,4.56232014895898
ORTEC-SYNTH-800-s444_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,177.23,764.99,4.316368560627434
ORTEC-SYNTH-800-s446_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,157.02,899.16,5.72640427970959
ORTEC-SYNTH-800-s446_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,157.02,663.83,4.2276780028021905
ORTEC-SYNTH-800-s447_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,152.91,862.09,5.637891570204696
ORTEC-SYNTH-800-s447_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,152.91,862.09,5.637891570204696
ORTEC-SYNTH-800-s448_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,164.26,930.38,5.6640691586509195
ORTEC-SYNTH-800-s448_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,164.26,809.41,4.927614757092415
ORTEC-SYNTH-800-s449_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,168.4,994.66,5.906532066508313
ORTEC-SYNTH-800-s449_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,168.4,854.78,5.075890736342043
ORTEC-SYNTH-800-s452_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,145.51,903.57,6.209676310906468
ORTEC-SYNTH-800-s452_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,145.51,654.33,4.496804343344101
ORTEC-SYNTH-800-s450_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,195.42,940.74,4.8139392078599945
ORTEC-SYNTH-800-s450_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,195.42,831.97,4.257343158325658
ORTEC-SYNTH-800-s443_dyn5e,800,latest,False,False,0.0,1.0,100.0,731.09,1878.65,2.569656266670314
ORTEC-SYNTH-800-s443_dyn5e,800,retry,False,False,0.0,1.0,100.0,731.09,1878.65,2.569656266670314
ORTEC-SYNTH-800-s454_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,129.46,830.66,6.41634481693187
ORTEC-SYNTH-800-s454_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,129.46,685.95,5.298547813996601
ORTEC-SYNTH-800-s453_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,159.31,828.47,5.2003640700521
ORTEC-SYNTH-800-s453_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,159.31,698.76,4.386165338020212
ORTEC-SYNTH-800-s455_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,140.39,1298.2,9.247097371607666
ORTEC-SYNTH-800-s455_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,140.39,837.18,5.963245245387848
ORTEC-SYNTH-800-s456_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,175.84,900.33,5.120166060054595
ORTEC-SYNTH-800-s456_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,175.84,687.64,3.910600545950864
ORTEC-SYNTH-800-s457_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,155.73,905.87,5.816926732164644
ORTEC-SYNTH-800-s457_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,155.73,848.14,5.446221023566429
ORTEC-SYNTH-800-s458_dyn5e,800,latest,False,False,0.8,0.8013,0.12999999999999678,252.98,1245.72,4.924183729939126
ORTEC-SYNTH-800-s458_dyn5e,800,retry,False,True,0.8,1.0012,20.120000000000005,252.98,811.53,3.2078820460115423
ORTEC-SYNTH-800-s48_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,155.72,837.64,5.379142049833034
ORTEC-SYNTH-800-s48_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,155.72,678.04,4.354225533007963
ORTEC-SYNTH-800-s459_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,180.61,814.67,4.510658324566745
ORTEC-SYNTH-800-s459_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,180.61,658.23,3.644482586789214
ORTEC-SYNTH-800-s451_dyn5e,800,latest,False,False,0.0,0.0,0.0,728.68,2065.57,2.8346736564747217
ORTEC-SYNTH-800-s451_dyn5e,800,retry,False,False,0.0,0.0,0.0,728.68,2065.57,2.8346736564747217
ORTEC-SYNTH-800-s50_dyn5e,800,latest,True,True,1.0,1.0012,0.12000000000000899,112.84,863.58,7.65313718539525
ORTEC-SYNTH-800-s50_dyn5e,800,retry,True,True,1.0,1.0012,0.12000000000000899,112.84,738.61,6.54563984402694
ORTEC-SYNTH-800-s49_dyn5e,800,latest,False,False,0.2,0.1812,-1.8800000000000012,515.61,2071.25,4.017086557669557
ORTEC-SYNTH-800-s49_dyn5e,800,retry,False,True,0.2,1.0012,80.12000000000002,515.61,879.16,1.7050871782936714
