dataset,unit,scale,iteration_group,metric,value,eligible_quality
Homberger,RC1_2_3,200,0,runtime_sec,134.51090470000054,False
Homberger,RC1_2_4,200,1,runtime_sec,218.26029949999065,True
Homberger,RC1_2_4,200,1,vehicle_reduction_pct,0.0,True
Homberger,RC1_2_4,200,1,distance_reduction_pct,5.759314825064813,True
Homberger,RC1_2_5,200,0,runtime_sec,69.64800149999792,False
Homberger,RC1_2_6,200,0,runtime_sec,158.48065430000133,False
Homberger,RC1_2_7,200,0,runtime_sec,122.27299320000748,False
Homberger,RC1_2_8,200,0,runtime_sec,172.95471380000527,False
Homberger,RC1_2_9,200,0,runtime_sec,80.61547679999785,False
Homberger,RC2_2_1,200,2+,runtime_sec,163.33842909999657,False
Homberger,RC2_2_10,200,0,runtime_sec,104.14541830000235,True
Homberger,RC2_2_10,200,0,vehicle_reduction_pct,33.33333333333333,True
Homberger,RC2_2_10,200,0,distance_reduction_pct,5.339491518107645,True
Homberger,RC2_2_2,200,1,runtime_sec,202.59273420000682,False
Homberger,RC2_2_3,200,1,runtime_sec,163.22181689999707,False
Homberger,RC2_2_4,200,0,runtime_sec,134.74397280000267,False
Homberger,RC2_2_5,200,0,runtime_sec,125.4597369999974,False
Homberger,RC2_2_6,200,1,runtime_sec,228.24177490000147,False
Homberger,RC2_2_7,200,1,runtime_sec,238.65906570000516,False
Homberger,RC2_2_8,200,1,runtime_sec,235.113202499997,False
Homberger,RC2_2_9,200,0,runtime_sec,135.4553050000104,False
Homberger,C1_4_1,400,0,runtime_sec,127.95925670000724,False
Homberger,C1_4_10,400,1,runtime_sec,223.11855479999213,False
Homberger,C1_4_2,400,2+,runtime_sec,224.12502259999746,False
Homberger,C1_4_3,400,0,runtime_sec,120.15359180000087,False
Homberger,C1_4_4,400,0,runtime_sec,94.06984080000257,False
Homberger,C1_4_5,400,1,runtime_sec,226.73435980000068,False
Homberger,C1_4_6,400,0,runtime_sec,111.48841309999989,False
Homberger,C1_4_7,400,0,runtime_sec,109.39736919999996,False
Homberger,C1_4_8,400,0,runtime_sec,114.75237960000231,False
Homberger,C1_4_9,400,1,runtime_sec,227.51689780000015,False
Homberger,C2_4_1,400,0,runtime_sec,170.1523378999991,False
Homberger,C2_4_10,400,0,runtime_sec,183.79197849999764,False
Homberger,C2_4_2,400,1,runtime_sec,275.21412370000326,True
Homberger,C2_4_2,400,1,vehicle_reduction_pct,31.57894736842105,True
Homberger,C2_4_2,400,1,distance_reduction_pct,13.717566992769035,True
Homberger,C2_4_3,400,1,runtime_sec,249.63433359999908,True
Homberger,C2_4_3,400,1,vehicle_reduction_pct,18.75,True
Homberger,C2_4_3,400,1,distance_reduction_pct,6.449035498230796,True
Homberger,C2_4_4,400,1,runtime_sec,269.4916996999964,False
Homberger,C2_4_5,400,1,runtime_sec,241.26990260000457,True
Homberger,C2_4_5,400,1,vehicle_reduction_pct,17.647058823529413,True
Homberger,C2_4_5,400,1,distance_reduction_pct,11.1178919378392,True
Homberger,C2_4_6,400,0,runtime_sec,82.60072640000726,True
Homberger,C2_4_6,400,0,vehicle_reduction_pct,12.5,True
Homberger,C2_4_6,400,0,distance_reduction_pct,-0.6460308607547913,True
Homberger,C2_4_7,400,1,runtime_sec,247.35775519999152,True
Homberger,C2_4_7,400,1,vehicle_reduction_pct,13.333333333333334,True
Homberger,C2_4_7,400,1,distance_reduction_pct,2.288040760934272,True
Homberger,C2_4_8,400,1,runtime_sec,224.90540830000828,False
Homberger,C2_4_9,400,0,runtime_sec,153.89705200000026,False
Homberger,R1_4_1,400,1,runtime_sec,220.1558667999925,False
Homberger,R1_4_10,400,1,runtime_sec,247.12654170001042,False
Homberger,R1_4_2,400,0,runtime_sec,113.68438600000809,False
Homberger,R1_4_3,400,0,runtime_sec,149.76021150000452,False
Homberger,R1_4_4,400,1,runtime_sec,309.3031440999912,False
Homberger,R1_4_5,400,1,runtime_sec,237.9598100000003,False
Homberger,R1_4_6,400,1,runtime_sec,294.6435519999941,False
Homberger,R1_4_7,400,0,runtime_sec,163.9235839999892,False
Homberger,R1_4_8,400,0,runtime_sec,386.0757678999944,False
Homberger,R1_4_9,400,0,runtime_sec,150.45690340000147,False
Homberger,R2_4_1,400,1,runtime_sec,257.56340569999884,False
Homberger,R2_4_10,400,1,runtime_sec,239.8149762999965,False
Homberger,R2_4_2,400,1,runtime_sec,212.84567699999025,False
Homberger,R2_4_3,400,0,runtime_sec,132.71082699998806,False
Homberger,R2_4_4,400,1,runtime_sec,248.51641350000864,True
Homberger,R2_4_4,400,1,vehicle_reduction_pct,28.57142857142857,True
Homberger,R2_4_4,400,1,distance_reduction_pct,1.5720559865369692,True
Homberger,R2_4_5,400,1,runtime_sec,296.53610379999736,False
Homberger,R2_4_6,400,0,runtime_sec,139.63211600000795,False
Homberger,R2_4_7,400,1,runtime_sec,233.12309240001196,True
Homberger,R2_4_7,400,1,vehicle_reduction_pct,38.46153846153847,True
Homberger,R2_4_7,400,1,distance_reduction_pct,-11.418520282897868,True
Homberger,R2_4_8,400,0,runtime_sec,159.84051850000105,True
Homberger,R2_4_8,400,0,vehicle_reduction_pct,27.27272727272727,True
Homberger,R2_4_8,400,0,distance_reduction_pct,4.89818608577487,True
Homberger,R2_4_9,400,0,runtime_sec,153.98853360000066,True
Homberger,R2_4_9,400,0,vehicle_reduction_pct,52.94117647058824,True
Homberger,R2_4_9,400,0,distance_reduction_pct,-10.607488518900812,True
Homberger,RC1_4_1,400,1,runtime_sec,254.80238459999964,False
Homberger,RC1_4_10,400,1,runtime_sec,214.71868049999466,False
Homberger,RC1_4_2,400,1,runtime_sec,225.93417639999825,False
Homberger,RC1_4_3,400,0,runtime_sec,120.18061229999876,False
Homberger,RC1_4_4,400,0,runtime_sec,161.92134479999368,False
Homberger,RC1_4_5,400,0,runtime_sec,119.63810419999936,False
Homberger,RC1_4_6,400,0,runtime_sec,167.60506070000702,False
Homberger,RC1_4_7,400,1,runtime_sec,250.84700370000792,False
Homberger,RC1_4_8,400,0,runtime_sec,169.6162905000092,False
Homberger,RC1_4_9,400,1,runtime_sec,253.27360559999943,False
Homberger,RC2_4_1,400,1,runtime_sec,242.5447470999934,False
Homberger,RC2_4_10,400,1,runtime_sec,242.44156819999625,False
Homberger,RC2_4_2,400,0,runtime_sec,161.92621209999197,True
Homberger,RC2_4_2,400,0,vehicle_reduction_pct,27.77777777777778,True
Homberger,RC2_4_2,400,0,distance_reduction_pct,-7.419310249498921,True
Homberger,RC2_4_3,400,0,runtime_sec,106.07102999999188,False
Homberger,RC2_4_4,400,1,runtime_sec,226.29358089999005,False
Homberger,RC2_4_5,400,0,runtime_sec,115.02727140000206,False
Homberger,RC2_4_6,400,1,runtime_sec,244.5473081999953,False
Homberger,RC2_4_7,400,2+,runtime_sec,254.19561810001323,False
Homberger,RC2_4_8,400,0,runtime_sec,124.76442599999427,False
Homberger,RC2_4_9,400,1,runtime_sec,232.98149520000152,False
Homberger,C1_6_1,600,0,runtime_sec,107.80002959999547,False
Homberger,C1_6_10,600,0,runtime_sec,144.17672060000768,False
Homberger,C1_6_2,600,0,runtime_sec,127.93528420000803,False
Homberger,C1_6_3,600,0,runtime_sec,143.79182270000456,False
Homberger,C1_6_4,600,0,runtime_sec,84.75780349998968,False
Homberger,C1_6_5,600,0,runtime_sec,273.28809839999303,False
Homberger,C1_6_6,600,0,runtime_sec,459.37993780001125,False
Homberger,C1_6_7,600,0,runtime_sec,144.6982616000023,False
Homberger,C1_6_8,600,0,runtime_sec,121.20246010000119,False
Homberger,C1_6_9,600,0,runtime_sec,132.0266188000096,False
Homberger,C2_6_1,600,0,runtime_sec,106.75265379999473,False
Homberger,C2_6_10,600,0,runtime_sec,146.1816281000065,False
Homberger,C2_6_2,600,0,runtime_sec,178.49478329998965,True
Homberger,C2_6_2,600,0,vehicle_reduction_pct,26.923076923076923,True
Homberger,C2_6_2,600,0,distance_reduction_pct,5.4008684363668955,True
Homberger,C2_6_3,600,0,runtime_sec,134.67568749999919,False
Homberger,C2_6_4,600,0,runtime_sec,133.09033789999376,False
Homberger,C2_6_5,600,1,runtime_sec,235.93247430000338,False
Homberger,C2_6_6,600,0,runtime_sec,153.74464750000334,False
Homberger,C2_6_7,600,0,runtime_sec,141.7777086999995,False
Homberger,C2_6_8,600,0,runtime_sec,137.19697099999757,False
Homberger,C2_6_9,600,0,runtime_sec,141.2004367000045,False
Homberger,R1_6_1,600,0,runtime_sec,105.58137379999971,False
Homberger,R1_6_10,600,0,runtime_sec,329.3067289000028,False
Homberger,R1_6_2,600,0,runtime_sec,286.88821040000767,False
Homberger,R1_6_3,600,0,runtime_sec,153.77858189999824,False
Homberger,R1_6_4,600,0,runtime_sec,154.26709239999764,False
Homberger,R1_6_5,600,0,runtime_sec,146.78814540000167,False
Homberger,R1_6_6,600,0,runtime_sec,129.5043796999962,False
Homberger,R1_6_7,600,0,runtime_sec,125.24832340001012,False
Homberger,R1_6_8,600,0,runtime_sec,292.27716719999444,False
Homberger,R1_6_9,600,0,runtime_sec,130.99282119999407,False
Homberger,R2_6_1,600,0,runtime_sec,166.5180323000095,False
Homberger,R2_6_10,600,0,runtime_sec,107.97166349999316,False
Homberger,R2_6_2,600,0,runtime_sec,143.3558239999984,False
Homberger,R2_6_3,600,2+,runtime_sec,213.68656689999625,False
Homberger,R2_6_4,600,0,runtime_sec,131.53933159999724,False
Homberger,R2_6_5,600,1,runtime_sec,144.0353255999944,False
Homberger,R2_6_6,600,0,runtime_sec,150.62599539999792,False
Homberger,R2_6_7,600,2+,runtime_sec,181.6705001000082,False
Homberger,R2_6_8,600,0,runtime_sec,96.19270939999842,False
Homberger,R2_6_9,600,0,runtime_sec,124.416378599999,False
Homberger,RC1_6_1,600,0,runtime_sec,151.56408180001017,False
Homberger,RC1_6_10,600,0,runtime_sec,142.25341049999406,True
Homberger,RC1_6_10,600,0,vehicle_reduction_pct,0.0,True
Homberger,RC1_6_10,600,0,distance_reduction_pct,3.2277493361075367,True
Homberger,RC1_6_2,600,0,runtime_sec,142.36845660000108,False
Homberger,RC1_6_3,600,0,runtime_sec,141.52879149999353,False
Homberger,RC1_6_4,600,1,runtime_sec,158.31696090000332,False
Homberger,RC1_6_5,600,0,runtime_sec,123.13952300000528,False
Homberger,RC1_6_6,600,1,runtime_sec,250.06118279999646,False
Homberger,RC1_6_7,600,0,runtime_sec,124.48275959999592,False
Homberger,RC1_6_8,600,0,runtime_sec,139.84860870000557,False
Homberger,RC1_6_9,600,0,runtime_sec,138.21147969999583,False
Homberger,RC2_6_1,600,0,runtime_sec,145.78037179999228,True
Homberger,RC2_6_1,600,0,vehicle_reduction_pct,33.33333333333333,True
Homberger,RC2_6_1,600,0,distance_reduction_pct,-3.650692160140509,True
Homberger,RC2_6_10,600,0,runtime_sec,140.84530229998927,False
Homberger,RC2_6_2,600,0,runtime_sec,145.20186560000002,False
Homberger,RC2_6_3,600,0,runtime_sec,122.35957040000358,False
Homberger,RC2_6_4,600,0,runtime_sec,144.14669520000461,False
Homberger,RC2_6_5,600,1,runtime_sec,240.05004990000452,False
Homberger,RC2_6_6,600,1,runtime_sec,213.47598400000425,False
Homberger,RC2_6_7,600,0,runtime_sec,111.90282920000027,False
Homberger,RC2_6_8,600,1,runtime_sec,218.5064704999968,False
Homberger,RC2_6_9,600,0,runtime_sec,135.65621389998705,False
Homberger,C1_8_1,800,0,runtime_sec,104.26528510000207,True
Homberger,C1_8_1,800,0,vehicle_reduction_pct,3.9473684210526314,True
Homberger,C1_8_1,800,0,distance_reduction_pct,0.6069954725750206,True
Homberger,C1_8_10,800,0,runtime_sec,112.04028430000471,True
Homberger,C1_8_10,800,0,vehicle_reduction_pct,0.0,True
Homberger,C1_8_10,800,0,distance_reduction_pct,1.5541307158500197,True
Homberger,C1_8_2,800,0,runtime_sec,156.778750700003,True
Homberger,C1_8_2,800,0,vehicle_reduction_pct,2.666666666666667,True
Homberger,C1_8_2,800,0,distance_reduction_pct,6.163904765820961,True
Homberger,C1_8_3,800,0,runtime_sec,158.91395669999474,True
Homberger,C1_8_3,800,0,vehicle_reduction_pct,2.7027027027027026,True
Homberger,C1_8_3,800,0,distance_reduction_pct,9.14530972720895,True
Homberger,C1_8_4,800,0,runtime_sec,156.84238000000187,True
Homberger,C1_8_4,800,0,vehicle_reduction_pct,1.36986301369863,True
Homberger,C1_8_4,800,0,distance_reduction_pct,0.8840136119085188,True
Homberger,C1_8_5,800,0,runtime_sec,104.68072770000435,True
Homberger,C1_8_5,800,0,vehicle_reduction_pct,2.7027027027027026,True
Homberger,C1_8_5,800,0,distance_reduction_pct,6.299165752211216,True
Homberger,C1_8_6,800,0,runtime_sec,155.16305630000716,True
Homberger,C1_8_6,800,0,vehicle_reduction_pct,1.36986301369863,True
Homberger,C1_8_6,800,0,distance_reduction_pct,6.092793088363952,True
Homberger,C1_8_7,800,0,runtime_sec,157.89453659999708,True
Homberger,C1_8_7,800,0,vehicle_reduction_pct,1.36986301369863,True
Homberger,C1_8_7,800,0,distance_reduction_pct,3.2171884793621084,True
Homberger,C1_8_8,800,0,runtime_sec,156.08782990000327,False
Homberger,C1_8_9,800,0,runtime_sec,155.53063559999282,False
Homberger,C2_8_1,800,0,runtime_sec,106.16895089999889,False
Homberger,C2_8_10,800,0,runtime_sec,141.70196450001094,True
Homberger,C2_8_10,800,0,vehicle_reduction_pct,4.3478260869565215,True
Homberger,C2_8_10,800,0,distance_reduction_pct,6.825489085250562,True
Homberger,C2_8_2,800,2+,runtime_sec,316.6502274999948,False
Homberger,C2_8_3,800,0,runtime_sec,146.7550626000011,True
Homberger,C2_8_3,800,0,vehicle_reduction_pct,15.384615384615385,True
Homberger,C2_8_3,800,0,distance_reduction_pct,-14.01796477038535,True
Homberger,C2_8_4,800,0,runtime_sec,159.22072209999897,True
Homberger,C2_8_4,800,0,vehicle_reduction_pct,8.333333333333332,True
Homberger,C2_8_4,800,0,distance_reduction_pct,-11.85711814279947,True
Homberger,C2_8_5,800,0,runtime_sec,140.85572819999652,True
Homberger,C2_8_5,800,0,vehicle_reduction_pct,15.384615384615385,True
Homberger,C2_8_5,800,0,distance_reduction_pct,-8.742081710931595,True
Homberger,C2_8_6,800,0,runtime_sec,152.24345309998898,False
Homberger,C2_8_7,800,0,runtime_sec,115.78906080000161,True
Homberger,C2_8_7,800,0,vehicle_reduction_pct,8.0,True
Homberger,C2_8_7,800,0,distance_reduction_pct,-5.974670012323494,True
Homberger,C2_8_8,800,0,runtime_sec,150.90391530000488,False
Homberger,C2_8_9,800,0,runtime_sec,156.09298289999424,False
Homberger,R1_8_1,800,0,runtime_sec,165.40052429999923,False
Homberger,R1_8_10,800,0,runtime_sec,112.53417299999273,True
Homberger,R1_8_10,800,0,vehicle_reduction_pct,4.0,True
Homberger,R1_8_10,800,0,distance_reduction_pct,-0.8443829109594623,True
Homberger,R1_8_2,800,0,runtime_sec,139.1769939000078,False
Homberger,R1_8_3,800,0,runtime_sec,159.90571400000772,False
Homberger,R1_8_4,800,0,runtime_sec,150.50856669999484,True
Homberger,R1_8_4,800,0,vehicle_reduction_pct,1.36986301369863,True
Homberger,R1_8_4,800,0,distance_reduction_pct,1.1935770100466532,True
Homberger,R1_8_5,800,0,runtime_sec,116.30403320000914,False
Homberger,R1_8_6,800,1,runtime_sec,172.3046805000049,False
Homberger,R1_8_7,800,0,runtime_sec,140.87661829999706,False
Homberger,R1_8_8,800,0,runtime_sec,128.02550030000566,True
Homberger,R1_8_8,800,0,vehicle_reduction_pct,1.36986301369863,True
Homberger,R1_8_8,800,0,distance_reduction_pct,2.865448766860679,True
Homberger,R1_8_9,800,0,runtime_sec,167.85212670000328,False
Homberger,R2_8_1,800,0,runtime_sec,105.53980949999823,False
Homberger,R2_8_10,800,1,runtime_sec,173.45568340001046,False
Homberger,R2_8_2,800,0,runtime_sec,113.38491230001091,True
Homberger,R2_8_2,800,0,vehicle_reduction_pct,44.44444444444444,True
Homberger,R2_8_2,800,0,distance_reduction_pct,-11.519287420035218,True
Homberger,R2_8_3,800,0,runtime_sec,151.39031149999937,True
Homberger,R2_8_3,800,0,vehicle_reduction_pct,34.78260869565217,True
Homberger,R2_8_3,800,0,distance_reduction_pct,-8.590157001638737,True
Homberger,R2_8_4,800,0,runtime_sec,159.8149190999975,False
Homberger,R2_8_5,800,0,runtime_sec,155.52781649999088,False
Homberger,R2_8_6,800,0,runtime_sec,154.17168309999397,False
Homberger,R2_8_7,800,0,runtime_sec,151.6648176000017,True
Homberger,R2_8_7,800,0,vehicle_reduction_pct,31.818181818181817,True
Homberger,R2_8_7,800,0,distance_reduction_pct,-10.744201484015063,True
Homberger,R2_8_8,800,0,runtime_sec,147.94156200000725,False
Homberger,R2_8_9,800,0,runtime_sec,157.00666899999487,False
Homberger,RC1_8_1,800,1,runtime_sec,239.09234089999518,False
Homberger,RC1_8_10,800,0,runtime_sec,156.042512,False
Homberger,RC1_8_2,800,0,runtime_sec,135.50094209999952,True
Homberger,RC1_8_2,800,0,vehicle_reduction_pct,2.631578947368421,True
Homberger,RC1_8_2,800,0,distance_reduction_pct,1.0587660950753646,True
Homberger,RC1_8_3,800,2+,runtime_sec,197.15279560000636,True
Homberger,RC1_8_3,800,2+,vehicle_reduction_pct,1.3513513513513513,True
Homberger,RC1_8_3,800,2+,distance_reduction_pct,-0.5935203880191745,True
Homberger,RC1_8_4,800,0,runtime_sec,164.2183956999943,False
Homberger,RC1_8_5,800,0,runtime_sec,170.18718239999725,False
Homberger,RC1_8_6,800,0,runtime_sec,141.59926119999727,False
Homberger,RC1_8_7,800,0,runtime_sec,90.43242679999094,False
Homberger,RC1_8_8,800,1,runtime_sec,107.63214449999214,False
Homberger,RC1_8_9,800,1,runtime_sec,240.15076569998928,False
Homberger,RC2_8_1,800,1,runtime_sec,170.8242695999943,False
Homberger,RC2_8_10,800,0,runtime_sec,162.27144979999866,False
Homberger,RC2_8_2,800,0,runtime_sec,177.221160400004,False
Homberger,RC2_8_3,800,0,runtime_sec,151.7900326999952,False
Homberger,RC2_8_4,800,1,runtime_sec,167.9383574000094,False
Homberger,RC2_8_5,800,0,runtime_sec,147.58560200000647,False
Homberger,RC2_8_6,800,0,runtime_sec,140.23741159999918,False
Homberger,RC2_8_7,800,0,runtime_sec,138.67803290000302,False
Homberger,RC2_8_8,800,0,runtime_sec,189.36610250000376,True
Homberger,RC2_8_8,800,0,vehicle_reduction_pct,21.052631578947366,True
Homberger,RC2_8_8,800,0,distance_reduction_pct,-1.8950991127896883,True
Homberger,RC2_8_9,800,0,runtime_sec,140.82037039998977,False
