method,scenario,scale,epoch,served_rate,runtime_sec,feasible,orders_dispatched,orders_pending
OR-Tools,ORTEC-SYNTH-800-s419_dyn5e,800,3,0.8,31.07,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s419_dyn5e,800,4,1.0,35.52,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s420_dyn5e,800,0,0.2,36.74,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s420_dyn5e,800,1,0.4,34.62,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s420_dyn5e,800,2,0.6,33.24,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s420_dyn5e,800,3,0.8,42.81,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s420_dyn5e,800,4,1.0,43.89,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s421_dyn5e,800,0,0.2,27.84,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s421_dyn5e,800,1,0.4,38.83,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s421_dyn5e,800,2,0.6,29.67,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s421_dyn5e,800,3,0.8,31.36,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s421_dyn5e,800,4,1.0,34.98,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s422_dyn5e,800,0,0.2,33.15,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s422_dyn5e,800,1,0.4,33.29,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s422_dyn5e,800,2,0.6,40.45,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s422_dyn5e,800,3,0.8,30.03,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s422_dyn5e,800,4,1.0,40.22,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s418_dyn5e,800,0,0.2,28.96,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s418_dyn5e,800,1,0.2,120.46,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s418_dyn5e,800,2,0.2,120.51,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s418_dyn5e,800,3,0.2,120.83,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s418_dyn5e,800,4,0.2,120.71,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s423_dyn5e,800,0,0.2,28.5,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s423_dyn5e,800,1,0.4,32.23,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s423_dyn5e,800,2,0.6,40.71,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s423_dyn5e,800,3,0.8,24.64,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s423_dyn5e,800,4,1.0,36.63,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s424_dyn5e,800,0,0.2,41.39,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s424_dyn5e,800,1,0.4,31.43,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s424_dyn5e,800,2,0.6,25.91,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s424_dyn5e,800,3,0.8,37.85,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s424_dyn5e,800,4,1.0,32.74,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s425_dyn5e,800,0,0.2,27.22,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s425_dyn5e,800,1,0.4,37.88,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s425_dyn5e,800,2,0.6,36.34,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s425_dyn5e,800,3,0.8,34.02,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s425_dyn5e,800,4,1.0,30.28,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s417_dyn5e,800,0,0.0,240.18,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s417_dyn5e,800,1,0.0,120.24,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s417_dyn5e,800,2,0.0,120.43,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s417_dyn5e,800,3,0.0,120.83,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s417_dyn5e,800,4,0.0,121.22,False,0.0,800.0
OR-Tools,ORTEC-SYNTH-800-s427_dyn5e,800,0,0.2,37.71,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s427_dyn5e,800,1,0.4,34.42,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s427_dyn5e,800,2,0.6,33.54,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s427_dyn5e,800,3,0.8,32.33,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s427_dyn5e,800,4,1.0,29.28,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s430_dyn5e,800,0,0.2,29.4,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s430_dyn5e,800,1,0.4,36.2,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s430_dyn5e,800,2,0.6,31.97,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s430_dyn5e,800,3,0.8,42.95,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s430_dyn5e,800,4,1.0,35.39,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s426_dyn5e,800,0,0.2,23.94,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s426_dyn5e,800,1,0.2,120.14,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s426_dyn5e,800,2,0.2,120.27,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s426_dyn5e,800,3,0.2,121.01,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s426_dyn5e,800,4,0.2,121.8,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s429_dyn5e,800,0,0.2,37.07,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s429_dyn5e,800,1,0.2,120.14,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s429_dyn5e,800,2,0.2,120.22,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s429_dyn5e,800,3,0.2,120.38,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s429_dyn5e,800,4,0.2,120.56,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s432_dyn5e,800,0,0.2,39.33,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s432_dyn5e,800,1,0.4,35.91,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s432_dyn5e,800,2,0.6,35.27,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s432_dyn5e,800,3,0.8,36.6,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s432_dyn5e,800,4,1.0,35.7,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s434_dyn5e,800,0,0.2,29.31,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s434_dyn5e,800,1,0.4,20.1,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s434_dyn5e,800,2,0.6,23.63,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s434_dyn5e,800,3,0.8,37.54,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s434_dyn5e,800,4,1.0,27.46,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s428_dyn5e,800,0,0.0,240.15,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s428_dyn5e,800,1,0.0,120.38,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s428_dyn5e,800,2,0.0,120.52,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s428_dyn5e,800,3,0.0,121.22,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s428_dyn5e,800,4,0.0,121.64,False,0.0,800.0
OR-Tools,ORTEC-SYNTH-800-s433_dyn5e,800,0,0.2,29.16,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s433_dyn5e,800,1,0.4,26.44,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s433_dyn5e,800,2,0.6,22.25,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s433_dyn5e,800,3,0.8,37.3,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s433_dyn5e,800,4,0.8,120.23,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s431_dyn5e,800,0,0.2,31.42,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s431_dyn5e,800,1,0.2,120.22,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s431_dyn5e,800,2,0.2,120.26,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s431_dyn5e,800,3,0.2,120.49,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s431_dyn5e,800,4,0.2,120.96,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s438_dyn5e,800,0,0.2,28.01,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s438_dyn5e,800,1,0.4,28.0,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s438_dyn5e,800,2,0.6,33.38,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s438_dyn5e,800,3,0.8,32.62,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s438_dyn5e,800,4,1.0,35.65,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s435_dyn5e,800,0,0.2,14.06,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s435_dyn5e,800,1,0.4,17.43,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s435_dyn5e,800,2,0.4,120.22,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s435_dyn5e,800,3,0.4,120.49,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s435_dyn5e,800,4,0.4,120.43,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s439_dyn5e,800,0,0.2,33.21,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s439_dyn5e,800,1,0.4,35.21,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s439_dyn5e,800,2,0.6,25.84,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s439_dyn5e,800,3,0.8,27.32,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s439_dyn5e,800,4,1.0,37.47,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s441_dyn5e,800,0,0.2,29.56,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s441_dyn5e,800,1,0.4,22.65,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s441_dyn5e,800,2,0.6,42.77,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s441_dyn5e,800,3,0.8,35.5,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s441_dyn5e,800,4,1.0,28.88,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s440_dyn5e,800,0,0.2,26.55,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s440_dyn5e,800,1,0.4,34.61,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s440_dyn5e,800,2,0.6,25.74,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s440_dyn5e,800,3,0.8,27.63,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s440_dyn5e,800,4,0.8,120.28,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s436_dyn5e,800,0,0.0,240.14,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s436_dyn5e,800,1,0.0,120.19,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s436_dyn5e,800,2,0.0,120.77,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s436_dyn5e,800,3,0.0,120.79,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s436_dyn5e,800,4,0.0,121.83,False,0.0,800.0
OR-Tools,ORTEC-SYNTH-800-s442_dyn5e,800,0,0.2,25.2,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s442_dyn5e,800,1,0.4,40.72,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s442_dyn5e,800,2,0.6,22.41,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s442_dyn5e,800,3,0.8,41.17,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s442_dyn5e,800,4,1.0,23.34,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s437_dyn5e,800,0,0.0,240.17,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s437_dyn5e,800,1,0.0,120.31,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s437_dyn5e,800,2,0.0,120.8,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s437_dyn5e,800,3,0.0,120.84,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s437_dyn5e,800,4,0.0,121.67,False,0.0,800.0
OR-Tools,ORTEC-SYNTH-800-s445_dyn5e,800,0,0.2,25.2,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s445_dyn5e,800,1,0.4,28.32,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s445_dyn5e,800,2,0.6,34.69,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s445_dyn5e,800,3,0.8,32.81,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s445_dyn5e,800,4,1.0,29.85,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s444_dyn5e,800,0,0.2,42.34,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s444_dyn5e,800,1,0.4,28.98,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s444_dyn5e,800,2,0.6,43.46,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s444_dyn5e,800,3,0.8,35.26,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s444_dyn5e,800,4,1.0,24.51,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s446_dyn5e,800,0,0.2,29.77,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s446_dyn5e,800,1,0.4,23.14,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s446_dyn5e,800,2,0.6,23.96,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s446_dyn5e,800,3,0.8,39.98,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s446_dyn5e,800,4,1.0,36.98,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s447_dyn5e,800,0,0.2,26.98,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s447_dyn5e,800,1,0.4,32.11,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s447_dyn5e,800,2,0.6,30.85,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s447_dyn5e,800,3,0.8,35.97,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s447_dyn5e,800,4,1.0,23.64,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s448_dyn5e,800,0,0.2,29.91,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s448_dyn5e,800,1,0.4,33.29,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s448_dyn5e,800,2,0.6,31.72,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s448_dyn5e,800,3,0.8,25.44,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s448_dyn5e,800,4,1.0,40.37,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s449_dyn5e,800,0,0.2,30.02,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s449_dyn5e,800,1,0.4,38.0,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s449_dyn5e,800,2,0.6,31.76,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s449_dyn5e,800,3,0.8,34.48,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s449_dyn5e,800,4,1.0,30.12,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s452_dyn5e,800,0,0.2,23.1,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s452_dyn5e,800,1,0.4,34.0,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s452_dyn5e,800,2,0.6,29.13,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s452_dyn5e,800,3,0.8,30.5,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s452_dyn5e,800,4,1.0,26.36,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s450_dyn5e,800,0,0.2,45.23,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s450_dyn5e,800,1,0.4,43.78,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s450_dyn5e,800,2,0.6,29.42,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s450_dyn5e,800,3,0.8,32.67,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s450_dyn5e,800,4,1.0,41.11,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s443_dyn5e,800,0,0.0,240.41,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s443_dyn5e,800,1,0.0,120.64,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s443_dyn5e,800,2,0.0,120.75,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s443_dyn5e,800,3,0.0,121.22,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s443_dyn5e,800,4,0.0,121.21,False,0.0,800.0
OR-Tools,ORTEC-SYNTH-800-s454_dyn5e,800,0,0.2,24.51,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s454_dyn5e,800,1,0.4,22.08,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s454_dyn5e,800,2,0.6,30.04,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s454_dyn5e,800,3,0.8,24.14,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s454_dyn5e,800,4,1.0,25.47,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s453_dyn5e,800,0,0.2,27.9,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s453_dyn5e,800,1,0.4,26.58,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s453_dyn5e,800,2,0.6,28.52,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s453_dyn5e,800,3,0.8,26.27,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s453_dyn5e,800,4,1.0,46.66,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s455_dyn5e,800,0,0.2,28.5,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s455_dyn5e,800,1,0.4,29.47,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s455_dyn5e,800,2,0.6,27.74,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s455_dyn5e,800,3,0.8,27.95,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s455_dyn5e,800,4,1.0,23.34,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s456_dyn5e,800,0,0.2,33.61,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s456_dyn5e,800,1,0.4,45.1,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s456_dyn5e,800,2,0.6,30.21,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s456_dyn5e,800,3,0.8,27.78,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s456_dyn5e,800,4,1.0,35.08,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s457_dyn5e,800,0,0.2,27.85,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s457_dyn5e,800,1,0.4,35.33,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s457_dyn5e,800,2,0.6,35.94,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s457_dyn5e,800,3,0.8,23.12,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s457_dyn5e,800,4,1.0,30.23,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s458_dyn5e,800,0,0.2,32.52,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s458_dyn5e,800,1,0.4,31.1,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s458_dyn5e,800,2,0.6,30.65,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s458_dyn5e,800,3,0.8,34.51,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s458_dyn5e,800,4,0.8,120.14,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s48_dyn5e,800,0,0.2,31.48,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s48_dyn5e,800,1,0.4,31.13,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s48_dyn5e,800,2,0.6,24.83,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s48_dyn5e,800,3,0.8,35.64,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s48_dyn5e,800,4,1.0,29.57,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s459_dyn5e,800,0,0.2,36.92,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s459_dyn5e,800,1,0.4,24.47,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s459_dyn5e,800,2,0.6,34.11,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s459_dyn5e,800,3,0.8,37.22,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s459_dyn5e,800,4,1.0,44.86,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s451_dyn5e,800,0,0.0,240.14,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s451_dyn5e,800,1,0.0,120.23,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s451_dyn5e,800,2,0.0,120.69,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s451_dyn5e,800,3,0.0,120.66,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s451_dyn5e,800,4,0.0,121.27,False,0.0,800.0
OR-Tools,ORTEC-SYNTH-800-s50_dyn5e,800,0,0.2,22.73,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s50_dyn5e,800,1,0.4,24.38,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s50_dyn5e,800,2,0.6,29.76,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s50_dyn5e,800,3,0.8,17.7,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s50_dyn5e,800,4,1.0,14.42,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s49_dyn5e,800,0,0.2,30.79,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s49_dyn5e,800,1,0.2,120.08,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s49_dyn5e,800,2,0.2,120.08,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s49_dyn5e,800,3,0.2,120.14,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s49_dyn5e,800,4,0.2,120.22,False,0.0,640.0
DRoC latest,ORTEC-SYNTH-300-s100_dyn5e,300,0,0.2033,95.5296266078949,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s100_dyn5e,300,1,0.4033,85.78448414802551,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s100_dyn5e,300,2,0.6033,89.76548361778259,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s100_dyn5e,300,3,0.8033,181.5248885154724,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s100_dyn5e,300,4,1.0033,150.9393391609192,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s101_dyn5e,300,0,0.2033,100.1661946773529,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s101_dyn5e,300,1,0.4033,86.23216557502747,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s101_dyn5e,300,2,0.6033,91.86719369888306,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s101_dyn5e,300,3,0.8033,177.91843032836914,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s101_dyn5e,300,4,1.0033,159.49871039390564,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s102_dyn5e,300,0,0.2033,97.48425078392027,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s102_dyn5e,300,1,0.4033,180.54863357543945,True,12.0,109.0
DRoC latest,ORTEC-SYNTH-300-s102_dyn5e,300,2,0.6033,94.11221027374268,True,17.0,164.0
DRoC latest,ORTEC-SYNTH-300-s102_dyn5e,300,3,0.8033,104.44102430343628,True,21.0,220.0
DRoC latest,ORTEC-SYNTH-300-s102_dyn5e,300,4,1.0033,120.34338545799255,True,27.0,274.0
DRoC latest,ORTEC-SYNTH-300-s103_dyn5e,300,0,0.2033,99.3594765663147,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s103_dyn5e,300,1,0.4033,102.1763186454773,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s103_dyn5e,300,2,0.6033,121.43610048294067,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s103_dyn5e,300,3,0.8033,180.09383010864258,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s103_dyn5e,300,4,1.0033,159.25232100486755,True,29.0,272.0
DRoC latest,ORTEC-SYNTH-300-s104_dyn5e,300,0,0.2033,179.3638210296631,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s104_dyn5e,300,1,0.4033,123.31274604797365,True,14.0,107.0
DRoC latest,ORTEC-SYNTH-300-s104_dyn5e,300,2,0.6033,126.36089563369752,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s104_dyn5e,300,3,0.8033,127.49070310592651,True,23.0,218.0
DRoC latest,ORTEC-SYNTH-300-s104_dyn5e,300,4,1.0033,127.800546169281,True,29.0,272.0
DRoC latest,ORTEC-SYNTH-300-s105_dyn5e,300,0,0.2033,100.74893951416016,True,7.0,54.0
DRoC latest,ORTEC-SYNTH-300-s105_dyn5e,300,1,0.4033,105.0507402420044,True,14.0,107.0
DRoC latest,ORTEC-SYNTH-300-s105_dyn5e,300,2,0.6033,131.76411032676697,True,18.0,163.0
DRoC latest,ORTEC-SYNTH-300-s105_dyn5e,300,3,0.8033,139.55072498321533,True,24.0,217.0
DRoC latest,ORTEC-SYNTH-300-s105_dyn5e,300,4,1.0033,182.04962801933289,True,30.0,271.0
DRoC latest,ORTEC-SYNTH-300-s106_dyn5e,300,0,0.2033,175.84658861160278,True,6.0,55.0
DRoC latest,ORTEC-SYNTH-300-s106_dyn5e,300,1,0.4033,96.01915144920348,True,13.0,108.0
DRoC latest,ORTEC-SYNTH-300-s106_dyn5e,300,2,0.6033,116.5573501586914,True,19.0,162.0
DRoC latest,ORTEC-SYNTH-300-s106_dyn5e,300,3,0.8033,99.63776636123656,True,25.0,216.0
DRoC latest,ORTEC-SYNTH-300-s106_dyn5e,300,4,1.0033,179.68443202972412,True,28.0,273.0
DRoC latest,ORTEC-SYNTH-300-s107_dyn5e,300,0,0.2033,87.82332110404968,True,8.0,53.0
DRoC latest,ORTEC-SYNTH-300-s107_dyn5e,300,1,0.4033,181.08836030960083,True,13.0,108.0
