method,scenario,scale,epoch,served_rate,runtime_sec,feasible,orders_dispatched,orders_pending
OR-Tools,ORTEC-SYNTH-300-s84_dyn5e,300,2,0.6,6.72,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s84_dyn5e,300,3,0.8,7.99,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s84_dyn5e,300,4,1.0,8.1,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s85_dyn5e,300,0,0.2,8.49,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s85_dyn5e,300,1,0.4,11.04,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s85_dyn5e,300,2,0.6,10.71,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s85_dyn5e,300,3,0.8,7.67,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s85_dyn5e,300,4,1.0,5.98,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s86_dyn5e,300,0,0.2,8.43,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s86_dyn5e,300,1,0.4,7.56,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s86_dyn5e,300,2,0.6,12.11,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s86_dyn5e,300,3,0.8,7.82,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s86_dyn5e,300,4,1.0,8.38,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s87_dyn5e,300,0,0.2,13.98,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s87_dyn5e,300,1,0.4,8.57,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s87_dyn5e,300,2,0.6,8.3,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s87_dyn5e,300,3,0.8,9.04,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s87_dyn5e,300,4,1.0,8.53,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s89_dyn5e,300,0,0.2,7.38,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s89_dyn5e,300,1,0.4,11.75,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s89_dyn5e,300,2,0.6,11.38,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s89_dyn5e,300,3,0.8,13.45,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s89_dyn5e,300,4,1.0,8.89,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s90_dyn5e,300,0,0.2,8.24,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s90_dyn5e,300,1,0.4,9.31,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s90_dyn5e,300,2,0.6,7.78,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s90_dyn5e,300,3,0.8,8.87,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s90_dyn5e,300,4,1.0,8.45,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s92_dyn5e,300,0,0.2,9.91,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s92_dyn5e,300,1,0.4,9.09,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s92_dyn5e,300,2,0.6,13.27,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s92_dyn5e,300,3,0.8,6.17,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s92_dyn5e,300,4,1.0,10.73,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s93_dyn5e,300,0,0.2,9.04,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s93_dyn5e,300,1,0.4,8.89,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s93_dyn5e,300,2,0.6,7.19,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s93_dyn5e,300,3,0.8,6.81,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s93_dyn5e,300,4,1.0,7.79,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s94_dyn5e,300,0,0.2,10.41,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s94_dyn5e,300,1,0.4,11.64,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s94_dyn5e,300,2,0.6,10.61,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s94_dyn5e,300,3,0.8,8.18,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s94_dyn5e,300,4,1.0,8.83,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s77_dyn5e,300,0,0.2,7.07,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s77_dyn5e,300,1,0.2,120.31,False,0.0,60.0
OR-Tools,ORTEC-SYNTH-300-s77_dyn5e,300,2,0.2,120.15,False,0.0,120.0
OR-Tools,ORTEC-SYNTH-300-s77_dyn5e,300,3,0.2,120.24,False,0.0,180.0
OR-Tools,ORTEC-SYNTH-300-s77_dyn5e,300,4,0.2,120.38,False,0.0,240.0
OR-Tools,ORTEC-SYNTH-300-s95_dyn5e,300,0,0.2,12.85,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s95_dyn5e,300,1,0.4,8.11,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s95_dyn5e,300,2,0.6,8.59,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s95_dyn5e,300,3,0.8,7.52,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s95_dyn5e,300,4,1.0,10.31,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s88_dyn5e,300,0,0.2,7.26,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s88_dyn5e,300,1,0.4,5.97,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s88_dyn5e,300,2,0.6,7.56,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s88_dyn5e,300,3,0.6,120.61,False,0.0,60.0
OR-Tools,ORTEC-SYNTH-300-s88_dyn5e,300,4,0.6,120.38,False,0.0,120.0
OR-Tools,ORTEC-SYNTH-300-s96_dyn5e,300,0,0.2,9.95,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s96_dyn5e,300,1,0.4,9.03,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s96_dyn5e,300,2,0.6,7.52,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s96_dyn5e,300,3,0.8,6.77,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s96_dyn5e,300,4,1.0,9.54,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s97_dyn5e,300,0,0.2,7.79,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s97_dyn5e,300,1,0.4,5.88,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s97_dyn5e,300,2,0.6,6.77,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s97_dyn5e,300,3,0.8,7.35,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s97_dyn5e,300,4,1.0,7.49,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s98_dyn5e,300,0,0.2,8.13,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s98_dyn5e,300,1,0.4,8.88,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s98_dyn5e,300,2,0.6,7.56,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s98_dyn5e,300,3,0.8,9.65,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s98_dyn5e,300,4,1.0,8.77,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s99_dyn5e,300,0,0.2,5.47,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s99_dyn5e,300,1,0.4,7.96,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s99_dyn5e,300,2,0.6,8.06,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s99_dyn5e,300,3,0.8,7.5,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-300-s99_dyn5e,300,4,1.0,12.88,True,60.0,0.0
OR-Tools,ORTEC-SYNTH-500-s200_dyn5e,500,0,0.2,13.2,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s200_dyn5e,500,1,0.4,13.11,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s200_dyn5e,500,2,0.6,16.38,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s200_dyn5e,500,3,0.8,14.31,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s200_dyn5e,500,4,1.0,21.64,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s201_dyn5e,500,0,0.2,16.2,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s201_dyn5e,500,1,0.4,14.18,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s201_dyn5e,500,2,0.6,16.43,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s201_dyn5e,500,3,0.8,11.17,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s201_dyn5e,500,4,1.0,14.01,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s202_dyn5e,500,0,0.2,13.94,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s202_dyn5e,500,1,0.4,17.19,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s202_dyn5e,500,2,0.6,24.19,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s202_dyn5e,500,3,0.8,17.14,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s202_dyn5e,500,4,1.0,17.75,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s204_dyn5e,500,0,0.2,17.87,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s204_dyn5e,500,1,0.4,16.31,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s204_dyn5e,500,2,0.6,9.71,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s204_dyn5e,500,3,0.8,14.61,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s204_dyn5e,500,4,1.0,9.89,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s203_dyn5e,500,0,0.2,14.15,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s203_dyn5e,500,1,0.4,18.24,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s203_dyn5e,500,2,0.6,16.32,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s203_dyn5e,500,3,0.8,12.64,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s203_dyn5e,500,4,1.0,18.46,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s205_dyn5e,500,0,0.2,17.1,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s205_dyn5e,500,1,0.4,16.88,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s205_dyn5e,500,2,0.6,11.06,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s205_dyn5e,500,3,0.8,11.45,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s205_dyn5e,500,4,1.0,15.92,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s207_dyn5e,500,0,0.2,16.0,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s207_dyn5e,500,1,0.4,8.15,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s207_dyn5e,500,2,0.6,16.2,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s207_dyn5e,500,3,0.8,19.54,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s207_dyn5e,500,4,1.0,17.36,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s208_dyn5e,500,0,0.2,19.11,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s208_dyn5e,500,1,0.4,11.98,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s208_dyn5e,500,2,0.6,12.66,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s208_dyn5e,500,3,0.8,22.34,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s208_dyn5e,500,4,1.0,20.48,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s210_dyn5e,500,0,0.2,15.21,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s210_dyn5e,500,1,0.4,17.83,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s210_dyn5e,500,2,0.6,18.67,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s210_dyn5e,500,3,0.8,14.43,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s210_dyn5e,500,4,1.0,19.83,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s206_dyn5e,500,0,0.2,12.31,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s206_dyn5e,500,1,0.4,15.93,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s206_dyn5e,500,2,0.6,11.68,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s206_dyn5e,500,3,0.6,120.25,False,0.0,100.0
OR-Tools,ORTEC-SYNTH-500-s206_dyn5e,500,4,0.6,120.13,False,0.0,200.0
OR-Tools,ORTEC-SYNTH-500-s211_dyn5e,500,0,0.2,14.1,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s211_dyn5e,500,1,0.4,15.16,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s211_dyn5e,500,2,0.6,19.33,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s211_dyn5e,500,3,0.8,12.35,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s211_dyn5e,500,4,1.0,16.54,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-300-s91_dyn5e,300,0,0.0,240.1,False,0.0,60.0
OR-Tools,ORTEC-SYNTH-300-s91_dyn5e,300,1,0.0,120.2,False,0.0,120.0
OR-Tools,ORTEC-SYNTH-300-s91_dyn5e,300,2,0.0,120.39,False,0.0,180.0
OR-Tools,ORTEC-SYNTH-300-s91_dyn5e,300,3,0.0,120.36,False,0.0,240.0
OR-Tools,ORTEC-SYNTH-300-s91_dyn5e,300,4,0.0,120.28,False,0.0,300.0
OR-Tools,ORTEC-SYNTH-500-s212_dyn5e,500,0,0.2,17.29,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s212_dyn5e,500,1,0.4,25.06,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s212_dyn5e,500,2,0.6,10.73,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s212_dyn5e,500,3,0.8,20.79,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s212_dyn5e,500,4,1.0,13.5,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s213_dyn5e,500,0,0.2,16.63,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s213_dyn5e,500,1,0.4,16.6,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s213_dyn5e,500,2,0.6,16.56,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s213_dyn5e,500,3,0.8,13.22,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s213_dyn5e,500,4,1.0,11.72,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s214_dyn5e,500,0,0.2,11.51,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s214_dyn5e,500,1,0.4,19.84,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s214_dyn5e,500,2,0.6,16.36,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s214_dyn5e,500,3,0.8,18.17,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s214_dyn5e,500,4,1.0,13.17,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s215_dyn5e,500,0,0.2,14.65,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s215_dyn5e,500,1,0.4,18.5,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s215_dyn5e,500,2,0.6,14.77,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s215_dyn5e,500,3,0.8,17.12,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s215_dyn5e,500,4,1.0,15.97,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s216_dyn5e,500,0,0.2,12.49,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s216_dyn5e,500,1,0.4,17.72,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s216_dyn5e,500,2,0.6,13.75,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s216_dyn5e,500,3,0.8,13.58,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s216_dyn5e,500,4,1.0,12.91,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s217_dyn5e,500,0,0.2,22.23,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s217_dyn5e,500,1,0.4,13.72,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s217_dyn5e,500,2,0.6,18.1,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s217_dyn5e,500,3,0.8,18.25,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s217_dyn5e,500,4,1.0,15.77,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s219_dyn5e,500,0,0.2,12.22,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s219_dyn5e,500,1,0.4,16.84,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s219_dyn5e,500,2,0.6,15.75,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s219_dyn5e,500,3,0.8,17.64,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s219_dyn5e,500,4,1.0,16.19,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s220_dyn5e,500,0,0.2,14.31,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s220_dyn5e,500,1,0.4,16.84,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s220_dyn5e,500,2,0.6,10.59,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s220_dyn5e,500,3,0.8,18.79,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s220_dyn5e,500,4,1.0,12.83,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s221_dyn5e,500,0,0.2,12.25,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s221_dyn5e,500,1,0.4,15.07,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s221_dyn5e,500,2,0.6,15.08,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s221_dyn5e,500,3,0.8,12.61,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s221_dyn5e,500,4,1.0,18.72,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s218_dyn5e,500,0,0.2,21.14,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s218_dyn5e,500,1,0.4,18.08,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s218_dyn5e,500,2,0.6,13.63,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s218_dyn5e,500,3,0.8,15.21,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s218_dyn5e,500,4,0.8,120.22,False,0.0,100.0
OR-Tools,ORTEC-SYNTH-500-s222_dyn5e,500,0,0.2,17.09,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s222_dyn5e,500,1,0.4,16.84,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s222_dyn5e,500,2,0.6,12.99,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s222_dyn5e,500,3,0.8,15.37,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s222_dyn5e,500,4,1.0,26.89,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s223_dyn5e,500,0,0.2,19.03,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s223_dyn5e,500,1,0.4,11.44,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s223_dyn5e,500,2,0.6,15.64,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s223_dyn5e,500,3,0.8,15.38,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s223_dyn5e,500,4,1.0,17.73,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s224_dyn5e,500,0,0.2,20.46,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s224_dyn5e,500,1,0.4,15.87,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s224_dyn5e,500,2,0.6,12.56,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s224_dyn5e,500,3,0.8,13.63,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s224_dyn5e,500,4,1.0,16.92,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s225_dyn5e,500,0,0.2,24.8,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s225_dyn5e,500,1,0.4,14.95,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s225_dyn5e,500,2,0.6,12.95,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s225_dyn5e,500,3,0.8,13.39,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s225_dyn5e,500,4,1.0,19.11,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s226_dyn5e,500,0,0.2,12.9,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s226_dyn5e,500,1,0.4,20.75,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s226_dyn5e,500,2,0.6,16.0,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s226_dyn5e,500,3,0.8,18.33,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s226_dyn5e,500,4,1.0,12.52,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s227_dyn5e,500,0,0.2,15.76,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s227_dyn5e,500,1,0.4,16.21,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s227_dyn5e,500,2,0.6,12.45,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s227_dyn5e,500,3,0.8,20.41,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s227_dyn5e,500,4,1.0,14.4,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s209_dyn5e,500,0,0.0,240.13,False,0.0,100.0
OR-Tools,ORTEC-SYNTH-500-s209_dyn5e,500,1,0.0,120.18,False,0.0,200.0
OR-Tools,ORTEC-SYNTH-500-s209_dyn5e,500,2,0.0,120.29,False,0.0,300.0
OR-Tools,ORTEC-SYNTH-500-s209_dyn5e,500,3,0.0,120.52,False,0.0,400.0
OR-Tools,ORTEC-SYNTH-500-s209_dyn5e,500,4,0.0,120.63,False,0.0,500.0
OR-Tools,ORTEC-SYNTH-500-s228_dyn5e,500,0,0.2,17.81,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s228_dyn5e,500,1,0.4,11.95,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s228_dyn5e,500,2,0.6,14.75,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s228_dyn5e,500,3,0.8,15.49,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s228_dyn5e,500,4,1.0,17.82,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s229_dyn5e,500,0,0.2,19.22,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s229_dyn5e,500,1,0.4,17.0,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s229_dyn5e,500,2,0.6,19.36,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s229_dyn5e,500,3,0.8,14.54,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s229_dyn5e,500,4,1.0,8.24,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s230_dyn5e,500,0,0.2,16.23,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s230_dyn5e,500,1,0.4,13.94,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s230_dyn5e,500,2,0.6,15.71,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s230_dyn5e,500,3,0.8,19.12,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s230_dyn5e,500,4,1.0,16.64,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s231_dyn5e,500,0,0.2,16.2,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s231_dyn5e,500,1,0.4,15.33,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s231_dyn5e,500,2,0.6,14.03,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s231_dyn5e,500,3,0.8,17.49,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s231_dyn5e,500,4,1.0,17.32,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s233_dyn5e,500,0,0.2,15.52,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s233_dyn5e,500,1,0.4,13.23,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s233_dyn5e,500,2,0.6,12.17,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s233_dyn5e,500,3,0.8,17.16,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s233_dyn5e,500,4,1.0,10.43,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s232_dyn5e,500,0,0.2,19.99,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s232_dyn5e,500,1,0.4,15.65,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s232_dyn5e,500,2,0.6,15.41,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s232_dyn5e,500,3,0.8,20.2,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s232_dyn5e,500,4,1.0,19.01,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s234_dyn5e,500,0,0.2,16.63,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s234_dyn5e,500,1,0.4,19.37,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s234_dyn5e,500,2,0.6,11.92,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s234_dyn5e,500,3,0.8,15.08,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s234_dyn5e,500,4,1.0,15.25,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s235_dyn5e,500,0,0.2,18.53,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s235_dyn5e,500,1,0.4,12.13,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s235_dyn5e,500,2,0.6,18.69,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s235_dyn5e,500,3,0.8,19.86,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s235_dyn5e,500,4,1.0,20.51,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s236_dyn5e,500,0,0.2,21.01,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s236_dyn5e,500,1,0.4,11.34,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s236_dyn5e,500,2,0.6,16.19,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s236_dyn5e,500,3,0.8,13.51,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s236_dyn5e,500,4,1.0,18.4,True,100.0,0.0
