timestamp,instance,size,solver,time_limit,vehicles,distance,feasible,late_violations,cap_violations,runtime_sec,error
2026-05-02T12:13:20.057038,ORTEC-SYNTH-300-s100,300,ortools,30,29,140867.3,True,0,0,23.16,
2026-05-02T12:13:25.824186,ORTEC-SYNTH-300-s101,300,ortools,30,29,159861.9,True,0,0,28.93,
2026-05-02T12:13:31.577621,ORTEC-SYNTH-300-s102,300,ortools,30,28,139305.6,True,0,0,11.52,
