timestamp,instance,size,solver,time_limit_sec,vehicles,distance,feasible,late_violations,capacity_violations,runtime_sec,error
2026-05-02T13:24:01.869653,ORTEC-SYNTH-800-s410,800,ortools,120,0,0.0,False,0,0,126.01,
2026-05-02T13:24:11.896951,ORTEC-SYNTH-800-s411,800,ortools,120,71,348377.7,False,0,0,121.99,
2026-05-02T13:25:24.463569,ORTEC-SYNTH-800-s412,800,ortools,120,76,420198.3,False,0,0,121.9,
2026-05-02T13:25:55.127371,ORTEC-SYNTH-800-s413,800,ortools,120,70,346389.7,False,0,0,122.09,
2026-05-02T13:26:07.887244,ORTEC-SYNTH-800-s414,800,ortools,120,74,404058.6,True,0,0,125.9,
2026-05-02T13:26:13.893024,ORTEC-SYNTH-800-s415,800,ortools,120,68,331935.8,False,0,0,122.19,
2026-05-02T13:27:26.368084,ORTEC-SYNTH-800-s416,800,ortools,120,69,358283.7,True,0,0,121.88,
2026-05-02T13:27:57.255150,ORTEC-SYNTH-800-s417,800,ortools,120,0,0.0,False,0,0,124.2,
2026-05-02T13:28:13.788593,ORTEC-SYNTH-800-s418,800,ortools,120,0,0.0,False,0,0,122.86,
2026-05-02T13:28:16.084643,ORTEC-SYNTH-800-s419,800,ortools,120,73,401186.2,True,0,0,123.82,
2026-05-02T13:29:28.256382,ORTEC-SYNTH-800-s420,800,ortools,120,74,408601.7,False,0,0,124.15,
2026-05-02T13:30:01.473448,ORTEC-SYNTH-800-s421,800,ortools,120,68,314376.1,True,0,0,124.83,
2026-05-02T13:30:16.669104,ORTEC-SYNTH-800-s422,800,ortools,120,71,380856.0,False,0,0,124.8,
2026-05-02T13:30:19.907824,ORTEC-SYNTH-800-s423,800,ortools,120,68,350863.9,True,0,0,125.32,
2026-05-02T13:31:32.411025,ORTEC-SYNTH-800-s424,800,ortools,120,71,361638.5,True,0,0,123.7,
2026-05-02T13:32:06.303607,ORTEC-SYNTH-800-s425,800,ortools,120,70,369056.1,True,0,0,123.67,
2026-05-02T13:32:21.473479,ORTEC-SYNTH-800-s426,800,ortools,120,0,0.0,False,0,0,123.62,
2026-05-02T13:32:25.242574,ORTEC-SYNTH-800-s427,800,ortools,120,76,408289.6,False,0,0,125.09,
2026-05-02T13:33:36.120340,ORTEC-SYNTH-800-s428,800,ortools,120,0,0.0,False,0,0,125.42,
2026-05-02T13:34:09.976320,ORTEC-SYNTH-800-s429,800,ortools,120,0,0.0,False,0,0,123.51,
2026-05-02T13:34:25.094403,ORTEC-SYNTH-800-s430,800,ortools,120,70,385480.7,True,0,0,123.83,
2026-05-02T13:34:30.341572,ORTEC-SYNTH-800-s431,800,ortools,120,0,0.0,False,0,0,123.79,
2026-05-02T13:35:41.560851,ORTEC-SYNTH-800-s432,800,ortools,120,75,386638.8,False,0,0,126.03,
2026-05-02T13:36:13.505117,ORTEC-SYNTH-800-s433,800,ortools,120,0,0.0,False,0,0,125.18,
2026-05-02T13:36:28.927910,ORTEC-SYNTH-800-s434,800,ortools,120,73,360013.1,False,0,0,123.91,
2026-05-02T13:36:34.134941,ORTEC-SYNTH-800-s435,800,ortools,120,0,0.0,False,0,0,123.39,
2026-05-02T13:37:47.591213,ORTEC-SYNTH-800-s436,800,ortools,120,0,0.0,False,0,0,123.83,
2026-05-02T13:38:18.689803,ORTEC-SYNTH-800-s437,800,ortools,120,0,0.0,False,0,0,124.11,
2026-05-02T13:38:32.839886,ORTEC-SYNTH-800-s438,800,ortools,120,77,381989.2,False,0,0,122.56,
2026-05-02T13:38:37.528855,ORTEC-SYNTH-800-s439,800,ortools,120,68,321246.3,True,0,0,124.06,
2026-05-02T13:39:51.426372,ORTEC-SYNTH-800-s440,800,ortools,120,0,0.0,False,0,0,125.18,
2026-05-02T13:40:22.885999,ORTEC-SYNTH-800-s441,800,ortools,120,75,383406.9,True,0,0,122.89,
2026-05-02T13:40:35.405322,ORTEC-SYNTH-800-s442,800,ortools,120,68,301439.3,True,0,0,124.08,
2026-05-02T13:40:41.594220,ORTEC-SYNTH-800-s443,800,ortools,120,0,0.0,False,0,0,124.8,
2026-05-02T13:41:56.612946,ORTEC-SYNTH-800-s444,800,ortools,120,68,370425.5,False,0,0,124.59,
2026-05-02T13:42:25.783185,ORTEC-SYNTH-800-s445,800,ortools,120,67,348347.8,True,0,0,123.52,
2026-05-02T13:42:39.485595,ORTEC-SYNTH-800-s446,800,ortools,120,71,366755.1,True,0,0,123.18,
2026-05-02T13:42:46.397803,ORTEC-SYNTH-800-s447,800,ortools,120,69,283784.5,False,0,0,123.38,
2026-05-02T13:44:01.203729,ORTEC-SYNTH-800-s448,800,ortools,120,67,359614.5,True,0,0,123.96,
2026-05-02T13:44:29.310459,ORTEC-SYNTH-800-s449,800,ortools,120,71,359851.1,True,0,0,124.17,
2026-05-02T13:44:42.669680,ORTEC-SYNTH-800-s450,800,ortools,120,76,469108.4,False,0,0,124.56,
2026-05-02T13:44:49.780833,ORTEC-SYNTH-800-s451,800,ortools,120,0,0.0,False,0,0,123.49,
2026-05-02T13:46:05.166410,ORTEC-SYNTH-800-s452,800,ortools,120,72,375380.4,False,0,0,124.26,
2026-05-02T13:46:33.481132,ORTEC-SYNTH-800-s453,800,ortools,120,72,358419.5,False,0,0,123.15,
2026-05-02T13:46:47.229323,ORTEC-SYNTH-800-s454,800,ortools,120,70,339490.6,False,0,0,124.07,
2026-05-02T13:46:53.276321,ORTEC-SYNTH-800-s455,800,ortools,120,70,343288.9,False,0,0,124.1,
2026-05-02T13:48:09.429682,ORTEC-SYNTH-800-s456,800,ortools,120,69,357461.9,True,0,0,124.6,
2026-05-02T13:48:36.636955,ORTEC-SYNTH-800-s457,800,ortools,120,71,365331.7,True,0,0,124.22,
2026-05-02T13:48:51.300146,ORTEC-SYNTH-800-s458,800,ortools,120,0,0.0,False,0,0,124.06,
2026-05-02T13:48:57.380085,ORTEC-SYNTH-800-s459,800,ortools,120,74,386560.2,True,0,0,123.49,
2026-05-02T13:50:14.033155,ORTEC-SYNTH-800-s48,800,ortools,120,72,377604.3,False,0,0,125.38,
2026-05-02T13:50:40.862639,ORTEC-SYNTH-800-s49,800,ortools,120,0,0.0,False,0,0,125.1,
2026-05-02T13:50:55.377861,ORTEC-SYNTH-800-s50,800,ortools,120,70,350258.6,False,0,0,123.23,
