timestamp,scenario,base_instance,num_epochs,solver,time_limit_sec,overall_served_rate,overall_feasible,total_late_violations,total_capacity_violations,total_distance,total_runtime_sec,error
2026-05-02T14:44:28.237273,ORTEC-SYNTH-500-s261_dyn5e,ORTEC-SYNTH-500-s261,5,ortools,120,1.0000,True,0,0,397564.7,89.23,
2026-05-02T14:44:52.963228,ORTEC-SYNTH-500-s262_dyn5e,ORTEC-SYNTH-500-s262,5,ortools,120,1.0000,True,0,0,265097.0,76.61,
2026-05-02T14:44:56.422801,ORTEC-SYNTH-500-s263_dyn5e,ORTEC-SYNTH-500-s263,5,ortools,120,1.0000,True,0,0,333042.0,93.58,
2026-05-02T14:35:21.966626,ORTEC-SYNTH-500-s250_dyn5e,ORTEC-SYNTH-500-s250,5,ortools,120,0.0000,False,0,0,0.0,725.46,
2026-05-02T14:45:57.467547,ORTEC-SYNTH-500-s264_dyn5e,ORTEC-SYNTH-500-s264,5,ortools,120,1.0000,True,0,0,300625.4,90.08,
2026-05-02T14:46:09.581061,ORTEC-SYNTH-500-s265_dyn5e,ORTEC-SYNTH-500-s265,5,ortools,120,1.0000,True,0,0,293793.4,91.74,
2026-05-02T14:46:30.005438,ORTEC-SYNTH-500-s266_dyn5e,ORTEC-SYNTH-500-s266,5,ortools,120,1.0000,True,0,0,319507.3,89.49,
2026-05-02T14:47:27.547265,ORTEC-SYNTH-500-s268_dyn5e,ORTEC-SYNTH-500-s268,5,ortools,120,1.0000,True,0,0,312508.8,78.61,
2026-05-02T14:47:27.432745,ORTEC-SYNTH-500-s267_dyn5e,ORTEC-SYNTH-500-s267,5,ortools,120,1.0000,True,0,0,332850.8,86.2,
2026-05-02T14:47:41.325651,ORTEC-SYNTH-500-s269_dyn5e,ORTEC-SYNTH-500-s269,5,ortools,120,1.0000,True,0,0,399723.6,104.37,
2026-05-02T14:47:59.504975,ORTEC-SYNTH-500-s45_dyn5e,ORTEC-SYNTH-500-s45,5,ortools,120,1.0000,True,0,0,330780.0,94.84,
2026-05-02T14:48:46.160027,ORTEC-SYNTH-500-s46_dyn5e,ORTEC-SYNTH-500-s46,5,ortools,120,1.0000,True,0,0,330103.2,82.44,
2026-05-02T14:48:53.652390,ORTEC-SYNTH-500-s47_dyn5e,ORTEC-SYNTH-500-s47,5,ortools,120,1.0000,True,0,0,252650.3,80.84,
2026-05-02T14:49:25.749095,ORTEC-SYNTH-800-s400_dyn5e,ORTEC-SYNTH-800-s400,5,ortools,120,1.0000,True,0,0,459230.1,160.67,
2026-05-02T14:49:34.352262,ORTEC-SYNTH-800-s401_dyn5e,ORTEC-SYNTH-800-s401,5,ortools,120,1.0000,True,0,0,467129.5,163.53,
2026-05-02T14:50:14.494662,ORTEC-SYNTH-800-s403_dyn5e,ORTEC-SYNTH-800-s403,5,ortools,120,1.0000,True,0,0,488421.2,183.13,
2026-05-02T14:52:17.992276,ORTEC-SYNTH-800-s405_dyn5e,ORTEC-SYNTH-800-s405,5,ortools,120,1.0000,True,0,0,521427.0,168.26,
2026-05-02T14:53:17.641990,ORTEC-SYNTH-800-s406_dyn5e,ORTEC-SYNTH-800-s406,5,ortools,120,1.0000,True,0,0,422515.2,145.11,
2026-05-02T14:55:42.771728,ORTEC-SYNTH-800-s408_dyn5e,ORTEC-SYNTH-800-s408,5,ortools,120,1.0000,True,0,0,453503.7,160.38,
2026-05-02T14:50:08.602852,ORTEC-SYNTH-800-s402_dyn5e,ORTEC-SYNTH-800-s402,5,ortools,120,0.2000,False,0,0,81890.6,520.94,
2026-05-02T14:55:06.274064,ORTEC-SYNTH-800-s407_dyn5e,ORTEC-SYNTH-800-s407,5,ortools,120,0.6000,False,0,0,287182.4,349.8,
2026-05-02T14:58:23.205137,ORTEC-SYNTH-800-s409_dyn5e,ORTEC-SYNTH-800-s409,5,ortools,120,1.0000,True,0,0,476652.2,158.15,
2026-05-02T15:00:56.101279,ORTEC-SYNTH-800-s411_dyn5e,ORTEC-SYNTH-800-s411,5,ortools,120,1.0000,True,0,0,485548.1,139.52,
2026-05-02T15:01:01.385137,ORTEC-SYNTH-800-s412_dyn5e,ORTEC-SYNTH-800-s412,5,ortools,120,1.0000,True,0,0,577425.0,168.54,
2026-05-02T14:52:06.575542,ORTEC-SYNTH-800-s404_dyn5e,ORTEC-SYNTH-800-s404,5,ortools,120,0.0000,False,0,0,0.0,728.89,
2026-05-02T15:03:15.628907,ORTEC-SYNTH-800-s413_dyn5e,ORTEC-SYNTH-800-s413,5,ortools,120,1.0000,True,0,0,492381.3,153.45,
