scenario,base,epoch,served_rate,feasible,late_violations,capacity_violations,runtime_sec,orders_dispatched,orders_pending,distance,error
ORTEC-SYNTH-300-s72_dyn5e,ORTEC-SYNTH-300-s72,4,1.0000,True,0,0,9.87,60,0,47949.2,
ORTEC-SYNTH-300-s59_dyn5e,ORTEC-SYNTH-300-s59,0,0.2000,True,0,0,8.06,60,0,55305.1,
ORTEC-SYNTH-300-s59_dyn5e,ORTEC-SYNTH-300-s59,1,0.4000,True,0,0,7.36,60,0,56292.2,
ORTEC-SYNTH-300-s59_dyn5e,ORTEC-SYNTH-300-s59,2,0.6000,True,0,0,7.61,60,0,52822.9,
ORTEC-SYNTH-300-s59_dyn5e,ORTEC-SYNTH-300-s59,3,0.6000,False,0,0,120.09,0,60,0.0,
ORTEC-SYNTH-300-s59_dyn5e,ORTEC-SYNTH-300-s59,4,0.6000,False,0,0,120.17,0,120,0.0,
ORTEC-SYNTH-300-s73_dyn5e,ORTEC-SYNTH-300-s73,0,0.2000,True,0,0,7.39,60,0,37447.0,
ORTEC-SYNTH-300-s73_dyn5e,ORTEC-SYNTH-300-s73,1,0.4000,True,0,0,9.17,60,0,39279.5,
ORTEC-SYNTH-300-s73_dyn5e,ORTEC-SYNTH-300-s73,2,0.6000,True,0,0,7.9,60,0,34735.6,
ORTEC-SYNTH-300-s73_dyn5e,ORTEC-SYNTH-300-s73,3,0.8000,True,0,0,6.37,60,0,35268.9,
ORTEC-SYNTH-300-s73_dyn5e,ORTEC-SYNTH-300-s73,4,1.0000,True,0,0,9.25,60,0,33009.0,
ORTEC-SYNTH-300-s74_dyn5e,ORTEC-SYNTH-300-s74,0,0.2000,True,0,0,9.12,60,0,48799.8,
ORTEC-SYNTH-300-s74_dyn5e,ORTEC-SYNTH-300-s74,1,0.4000,True,0,0,10.3,60,0,49430.3,
ORTEC-SYNTH-300-s74_dyn5e,ORTEC-SYNTH-300-s74,2,0.6000,True,0,0,9.29,60,0,58013.0,
ORTEC-SYNTH-300-s74_dyn5e,ORTEC-SYNTH-300-s74,3,0.8000,True,0,0,12.07,60,0,49526.7,
ORTEC-SYNTH-300-s74_dyn5e,ORTEC-SYNTH-300-s74,4,1.0000,True,0,0,7.16,60,0,45197.2,
ORTEC-SYNTH-300-s75_dyn5e,ORTEC-SYNTH-300-s75,0,0.2000,True,0,0,9.3,60,0,41713.7,
ORTEC-SYNTH-300-s75_dyn5e,ORTEC-SYNTH-300-s75,1,0.4000,True,0,0,10.07,60,0,37910.9,
ORTEC-SYNTH-300-s75_dyn5e,ORTEC-SYNTH-300-s75,2,0.6000,True,0,0,9.35,60,0,43196.2,
ORTEC-SYNTH-300-s75_dyn5e,ORTEC-SYNTH-300-s75,3,0.8000,True,0,0,10.39,60,0,42225.3,
ORTEC-SYNTH-300-s75_dyn5e,ORTEC-SYNTH-300-s75,4,1.0000,True,0,0,13.5,60,0,40694.3,
ORTEC-SYNTH-300-s76_dyn5e,ORTEC-SYNTH-300-s76,0,0.2000,True,0,0,10.23,60,0,54536.7,
ORTEC-SYNTH-300-s76_dyn5e,ORTEC-SYNTH-300-s76,1,0.4000,True,0,0,9.07,60,0,47724.7,
ORTEC-SYNTH-300-s76_dyn5e,ORTEC-SYNTH-300-s76,2,0.6000,True,0,0,5.12,60,0,41549.5,
ORTEC-SYNTH-300-s76_dyn5e,ORTEC-SYNTH-300-s76,3,0.8000,True,0,0,8.5,60,0,50376.5,
ORTEC-SYNTH-300-s76_dyn5e,ORTEC-SYNTH-300-s76,4,1.0000,True,0,0,9.16,60,0,51659.1,
ORTEC-SYNTH-300-s78_dyn5e,ORTEC-SYNTH-300-s78,0,0.2000,True,0,0,10.31,60,0,52961.9,
ORTEC-SYNTH-300-s78_dyn5e,ORTEC-SYNTH-300-s78,1,0.4000,True,0,0,6.46,60,0,49515.9,
ORTEC-SYNTH-300-s78_dyn5e,ORTEC-SYNTH-300-s78,2,0.6000,True,0,0,12.07,60,0,51208.6,
ORTEC-SYNTH-300-s78_dyn5e,ORTEC-SYNTH-300-s78,3,0.8000,True,0,0,8.42,60,0,55011.7,
ORTEC-SYNTH-300-s78_dyn5e,ORTEC-SYNTH-300-s78,4,1.0000,True,0,0,9.45,60,0,58490.6,
ORTEC-SYNTH-300-s71_dyn5e,ORTEC-SYNTH-300-s71,0,0.2000,True,0,0,9.61,60,0,49656.2,
ORTEC-SYNTH-300-s71_dyn5e,ORTEC-SYNTH-300-s71,1,0.4000,True,0,0,6.3,60,0,48223.7,
ORTEC-SYNTH-300-s71_dyn5e,ORTEC-SYNTH-300-s71,2,0.6000,True,0,0,10.21,60,0,46052.6,
ORTEC-SYNTH-300-s71_dyn5e,ORTEC-SYNTH-300-s71,3,0.6000,False,0,0,120.47,0,60,0.0,
ORTEC-SYNTH-300-s71_dyn5e,ORTEC-SYNTH-300-s71,4,0.6000,False,0,0,120.19,0,120,0.0,
ORTEC-SYNTH-300-s79_dyn5e,ORTEC-SYNTH-300-s79,0,0.2000,True,0,0,7.19,60,0,44042.9,
ORTEC-SYNTH-300-s79_dyn5e,ORTEC-SYNTH-300-s79,1,0.4000,True,0,0,11.8,60,0,43474.0,
ORTEC-SYNTH-300-s79_dyn5e,ORTEC-SYNTH-300-s79,2,0.6000,True,0,0,10.77,60,0,51749.0,
ORTEC-SYNTH-300-s79_dyn5e,ORTEC-SYNTH-300-s79,3,0.8000,True,0,0,9.03,60,0,43971.4,
ORTEC-SYNTH-300-s79_dyn5e,ORTEC-SYNTH-300-s79,4,1.0000,True,0,0,5.89,60,0,41752.3,
ORTEC-SYNTH-300-s80_dyn5e,ORTEC-SYNTH-300-s80,0,0.2000,True,0,0,10.04,60,0,45767.8,
ORTEC-SYNTH-300-s80_dyn5e,ORTEC-SYNTH-300-s80,1,0.4000,True,0,0,6.9,60,0,43220.5,
ORTEC-SYNTH-300-s80_dyn5e,ORTEC-SYNTH-300-s80,2,0.6000,True,0,0,8.45,60,0,45051.6,
ORTEC-SYNTH-300-s80_dyn5e,ORTEC-SYNTH-300-s80,3,0.8000,True,0,0,8.39,60,0,46616.6,
ORTEC-SYNTH-300-s80_dyn5e,ORTEC-SYNTH-300-s80,4,1.0000,True,0,0,10.92,60,0,41854.8,
ORTEC-SYNTH-300-s81_dyn5e,ORTEC-SYNTH-300-s81,0,0.2000,True,0,0,8.15,60,0,45607.0,
ORTEC-SYNTH-300-s81_dyn5e,ORTEC-SYNTH-300-s81,1,0.4000,True,0,0,6.63,60,0,39570.6,
ORTEC-SYNTH-300-s81_dyn5e,ORTEC-SYNTH-300-s81,2,0.6000,True,0,0,7.55,60,0,43987.7,
ORTEC-SYNTH-300-s81_dyn5e,ORTEC-SYNTH-300-s81,3,0.8000,True,0,0,10.28,60,0,36815.8,
ORTEC-SYNTH-300-s81_dyn5e,ORTEC-SYNTH-300-s81,4,1.0000,True,0,0,6.13,60,0,42851.4,
ORTEC-SYNTH-300-s68_dyn5e,ORTEC-SYNTH-300-s68,0,0.2000,True,0,0,13.13,60,0,53318.8,
ORTEC-SYNTH-300-s68_dyn5e,ORTEC-SYNTH-300-s68,1,0.4000,True,0,0,11.85,60,0,58448.7,
ORTEC-SYNTH-300-s68_dyn5e,ORTEC-SYNTH-300-s68,2,0.4000,False,0,0,120.07,0,60,0.0,
ORTEC-SYNTH-300-s68_dyn5e,ORTEC-SYNTH-300-s68,3,0.4000,False,0,0,120.39,0,120,0.0,
ORTEC-SYNTH-300-s68_dyn5e,ORTEC-SYNTH-300-s68,4,0.4000,False,0,0,120.14,0,180,0.0,
ORTEC-SYNTH-300-s82_dyn5e,ORTEC-SYNTH-300-s82,0,0.2000,True,0,0,9.95,60,0,44642.1,
ORTEC-SYNTH-300-s82_dyn5e,ORTEC-SYNTH-300-s82,1,0.4000,True,0,0,8.07,60,0,41740.7,
ORTEC-SYNTH-300-s82_dyn5e,ORTEC-SYNTH-300-s82,2,0.6000,True,0,0,8.13,60,0,39827.2,
ORTEC-SYNTH-300-s82_dyn5e,ORTEC-SYNTH-300-s82,3,0.8000,True,0,0,11.93,60,0,38242.5,
ORTEC-SYNTH-300-s82_dyn5e,ORTEC-SYNTH-300-s82,4,1.0000,True,0,0,9.8,60,0,42958.9,
ORTEC-SYNTH-300-s83_dyn5e,ORTEC-SYNTH-300-s83,0,0.2000,True,0,0,9.1,60,0,43532.3,
ORTEC-SYNTH-300-s83_dyn5e,ORTEC-SYNTH-300-s83,1,0.4000,True,0,0,7.61,60,0,48618.5,
ORTEC-SYNTH-300-s83_dyn5e,ORTEC-SYNTH-300-s83,2,0.6000,True,0,0,9.36,60,0,45531.4,
ORTEC-SYNTH-300-s83_dyn5e,ORTEC-SYNTH-300-s83,3,0.8000,True,0,0,8.9,60,0,49385.9,
ORTEC-SYNTH-300-s83_dyn5e,ORTEC-SYNTH-300-s83,4,1.0000,True,0,0,11.41,60,0,49412.7,
ORTEC-SYNTH-300-s84_dyn5e,ORTEC-SYNTH-300-s84,0,0.2000,True,0,0,9.33,60,0,73951.8,
ORTEC-SYNTH-300-s84_dyn5e,ORTEC-SYNTH-300-s84,1,0.4000,True,0,0,7.38,60,0,55818.8,
ORTEC-SYNTH-300-s84_dyn5e,ORTEC-SYNTH-300-s84,2,0.6000,True,0,0,6.72,60,0,56491.8,
ORTEC-SYNTH-300-s84_dyn5e,ORTEC-SYNTH-300-s84,3,0.8000,True,0,0,7.99,60,0,54773.6,
ORTEC-SYNTH-300-s84_dyn5e,ORTEC-SYNTH-300-s84,4,1.0000,True,0,0,8.1,60,0,53064.1,
ORTEC-SYNTH-300-s85_dyn5e,ORTEC-SYNTH-300-s85,0,0.2000,True,0,0,8.49,60,0,52428.4,
ORTEC-SYNTH-300-s85_dyn5e,ORTEC-SYNTH-300-s85,1,0.4000,True,0,0,11.04,60,0,43466.2,
ORTEC-SYNTH-300-s85_dyn5e,ORTEC-SYNTH-300-s85,2,0.6000,True,0,0,10.71,60,0,49791.9,
ORTEC-SYNTH-300-s85_dyn5e,ORTEC-SYNTH-300-s85,3,0.8000,True,0,0,7.67,60,0,52180.7,
ORTEC-SYNTH-300-s85_dyn5e,ORTEC-SYNTH-300-s85,4,1.0000,True,0,0,5.98,60,0,44734.2,
ORTEC-SYNTH-300-s86_dyn5e,ORTEC-SYNTH-300-s86,0,0.2000,True,0,0,8.43,60,0,51450.0,
ORTEC-SYNTH-300-s86_dyn5e,ORTEC-SYNTH-300-s86,1,0.4000,True,0,0,7.56,60,0,49702.5,
ORTEC-SYNTH-300-s86_dyn5e,ORTEC-SYNTH-300-s86,2,0.6000,True,0,0,12.11,60,0,55535.3,
ORTEC-SYNTH-300-s86_dyn5e,ORTEC-SYNTH-300-s86,3,0.8000,True,0,0,7.82,60,0,52237.6,
ORTEC-SYNTH-300-s86_dyn5e,ORTEC-SYNTH-300-s86,4,1.0000,True,0,0,8.38,60,0,50566.9,
ORTEC-SYNTH-300-s87_dyn5e,ORTEC-SYNTH-300-s87,0,0.2000,True,0,0,13.98,60,0,38826.1,
ORTEC-SYNTH-300-s87_dyn5e,ORTEC-SYNTH-300-s87,1,0.4000,True,0,0,8.57,60,0,50255.7,
ORTEC-SYNTH-300-s87_dyn5e,ORTEC-SYNTH-300-s87,2,0.6000,True,0,0,8.3,60,0,49527.5,
ORTEC-SYNTH-300-s87_dyn5e,ORTEC-SYNTH-300-s87,3,0.8000,True,0,0,9.04,60,0,46836.8,
ORTEC-SYNTH-300-s87_dyn5e,ORTEC-SYNTH-300-s87,4,1.0000,True,0,0,8.53,60,0,52351.3,
ORTEC-SYNTH-300-s89_dyn5e,ORTEC-SYNTH-300-s89,0,0.2000,True,0,0,7.38,60,0,55107.3,
ORTEC-SYNTH-300-s89_dyn5e,ORTEC-SYNTH-300-s89,1,0.4000,True,0,0,11.75,60,0,59426.3,
ORTEC-SYNTH-300-s89_dyn5e,ORTEC-SYNTH-300-s89,2,0.6000,True,0,0,11.38,60,0,64092.4,
ORTEC-SYNTH-300-s89_dyn5e,ORTEC-SYNTH-300-s89,3,0.8000,True,0,0,13.45,60,0,62758.5,
ORTEC-SYNTH-300-s89_dyn5e,ORTEC-SYNTH-300-s89,4,1.0000,True,0,0,8.89,60,0,62109.9,
ORTEC-SYNTH-300-s90_dyn5e,ORTEC-SYNTH-300-s90,0,0.2000,True,0,0,8.24,60,0,48257.5,
ORTEC-SYNTH-300-s90_dyn5e,ORTEC-SYNTH-300-s90,1,0.4000,True,0,0,9.31,60,0,46106.1,
ORTEC-SYNTH-300-s90_dyn5e,ORTEC-SYNTH-300-s90,2,0.6000,True,0,0,7.78,60,0,42902.7,
ORTEC-SYNTH-300-s90_dyn5e,ORTEC-SYNTH-300-s90,3,0.8000,True,0,0,8.87,60,0,46074.9,
ORTEC-SYNTH-300-s90_dyn5e,ORTEC-SYNTH-300-s90,4,1.0000,True,0,0,8.45,60,0,49660.0,
ORTEC-SYNTH-300-s92_dyn5e,ORTEC-SYNTH-300-s92,0,0.2000,True,0,0,9.91,60,0,40641.6,
ORTEC-SYNTH-300-s92_dyn5e,ORTEC-SYNTH-300-s92,1,0.4000,True,0,0,9.09,60,0,40131.8,
ORTEC-SYNTH-300-s92_dyn5e,ORTEC-SYNTH-300-s92,2,0.6000,True,0,0,13.27,60,0,40135.4,
ORTEC-SYNTH-300-s92_dyn5e,ORTEC-SYNTH-300-s92,3,0.8000,True,0,0,6.17,60,0,39393.9,
ORTEC-SYNTH-300-s92_dyn5e,ORTEC-SYNTH-300-s92,4,1.0000,True,0,0,10.73,60,0,41227.7,
ORTEC-SYNTH-300-s93_dyn5e,ORTEC-SYNTH-300-s93,0,0.2000,True,0,0,9.04,60,0,45168.3,
ORTEC-SYNTH-300-s93_dyn5e,ORTEC-SYNTH-300-s93,1,0.4000,True,0,0,8.89,60,0,44911.8,
ORTEC-SYNTH-300-s93_dyn5e,ORTEC-SYNTH-300-s93,2,0.6000,True,0,0,7.19,60,0,39337.2,
ORTEC-SYNTH-300-s93_dyn5e,ORTEC-SYNTH-300-s93,3,0.8000,True,0,0,6.81,60,0,45127.2,
ORTEC-SYNTH-300-s93_dyn5e,ORTEC-SYNTH-300-s93,4,1.0000,True,0,0,7.79,60,0,46672.5,
ORTEC-SYNTH-300-s94_dyn5e,ORTEC-SYNTH-300-s94,0,0.2000,True,0,0,10.41,60,0,36485.4,
ORTEC-SYNTH-300-s94_dyn5e,ORTEC-SYNTH-300-s94,1,0.4000,True,0,0,11.64,60,0,43653.0,
ORTEC-SYNTH-300-s94_dyn5e,ORTEC-SYNTH-300-s94,2,0.6000,True,0,0,10.61,60,0,45370.4,
ORTEC-SYNTH-300-s94_dyn5e,ORTEC-SYNTH-300-s94,3,0.8000,True,0,0,8.18,60,0,43647.9,
ORTEC-SYNTH-300-s94_dyn5e,ORTEC-SYNTH-300-s94,4,1.0000,True,0,0,8.83,60,0,42095.5,
ORTEC-SYNTH-300-s77_dyn5e,ORTEC-SYNTH-300-s77,0,0.2000,True,0,0,7.07,60,0,48137.5,
ORTEC-SYNTH-300-s77_dyn5e,ORTEC-SYNTH-300-s77,1,0.2000,False,0,0,120.31,0,60,0.0,
ORTEC-SYNTH-300-s77_dyn5e,ORTEC-SYNTH-300-s77,2,0.2000,False,0,0,120.15,0,120,0.0,
ORTEC-SYNTH-300-s77_dyn5e,ORTEC-SYNTH-300-s77,3,0.2000,False,0,0,120.24,0,180,0.0,
ORTEC-SYNTH-300-s77_dyn5e,ORTEC-SYNTH-300-s77,4,0.2000,False,0,0,120.38,0,240,0.0,
ORTEC-SYNTH-300-s95_dyn5e,ORTEC-SYNTH-300-s95,0,0.2000,True,0,0,12.85,60,0,55687.7,
ORTEC-SYNTH-300-s95_dyn5e,ORTEC-SYNTH-300-s95,1,0.4000,True,0,0,8.11,60,0,53825.5,
ORTEC-SYNTH-300-s95_dyn5e,ORTEC-SYNTH-300-s95,2,0.6000,True,0,0,8.59,60,0,42372.7,
ORTEC-SYNTH-300-s95_dyn5e,ORTEC-SYNTH-300-s95,3,0.8000,True,0,0,7.52,60,0,58833.8,
ORTEC-SYNTH-300-s95_dyn5e,ORTEC-SYNTH-300-s95,4,1.0000,True,0,0,10.31,60,0,46260.6,
ORTEC-SYNTH-300-s88_dyn5e,ORTEC-SYNTH-300-s88,0,0.2000,True,0,0,7.26,60,0,41267.5,
ORTEC-SYNTH-300-s88_dyn5e,ORTEC-SYNTH-300-s88,1,0.4000,True,0,0,5.97,60,0,43191.6,
ORTEC-SYNTH-300-s88_dyn5e,ORTEC-SYNTH-300-s88,2,0.6000,True,0,0,7.56,60,0,45770.7,
ORTEC-SYNTH-300-s88_dyn5e,ORTEC-SYNTH-300-s88,3,0.6000,False,0,0,120.61,0,60,0.0,
ORTEC-SYNTH-300-s88_dyn5e,ORTEC-SYNTH-300-s88,4,0.6000,False,0,0,120.38,0,120,0.0,
ORTEC-SYNTH-300-s96_dyn5e,ORTEC-SYNTH-300-s96,0,0.2000,True,0,0,9.95,60,0,51957.2,
ORTEC-SYNTH-300-s96_dyn5e,ORTEC-SYNTH-300-s96,1,0.4000,True,0,0,9.03,60,0,53428.1,
ORTEC-SYNTH-300-s96_dyn5e,ORTEC-SYNTH-300-s96,2,0.6000,True,0,0,7.52,60,0,49291.9,
ORTEC-SYNTH-300-s96_dyn5e,ORTEC-SYNTH-300-s96,3,0.8000,True,0,0,6.77,60,0,54534.2,
ORTEC-SYNTH-300-s96_dyn5e,ORTEC-SYNTH-300-s96,4,1.0000,True,0,0,9.54,60,0,46039.0,
ORTEC-SYNTH-300-s97_dyn5e,ORTEC-SYNTH-300-s97,0,0.2000,True,0,0,7.79,60,0,47424.3,
ORTEC-SYNTH-300-s97_dyn5e,ORTEC-SYNTH-300-s97,1,0.4000,True,0,0,5.88,60,0,58374.3,
ORTEC-SYNTH-300-s97_dyn5e,ORTEC-SYNTH-300-s97,2,0.6000,True,0,0,6.77,60,0,41965.3,
ORTEC-SYNTH-300-s97_dyn5e,ORTEC-SYNTH-300-s97,3,0.8000,True,0,0,7.35,60,0,47779.1,
ORTEC-SYNTH-300-s97_dyn5e,ORTEC-SYNTH-300-s97,4,1.0000,True,0,0,7.49,60,0,42978.2,
ORTEC-SYNTH-300-s98_dyn5e,ORTEC-SYNTH-300-s98,0,0.2000,True,0,0,8.13,60,0,43791.1,
ORTEC-SYNTH-300-s98_dyn5e,ORTEC-SYNTH-300-s98,1,0.4000,True,0,0,8.88,60,0,53874.0,
ORTEC-SYNTH-300-s98_dyn5e,ORTEC-SYNTH-300-s98,2,0.6000,True,0,0,7.56,60,0,50745.7,
ORTEC-SYNTH-300-s98_dyn5e,ORTEC-SYNTH-300-s98,3,0.8000,True,0,0,9.65,60,0,42635.2,
ORTEC-SYNTH-300-s98_dyn5e,ORTEC-SYNTH-300-s98,4,1.0000,True,0,0,8.77,60,0,45784.7,
ORTEC-SYNTH-300-s99_dyn5e,ORTEC-SYNTH-300-s99,0,0.2000,True,0,0,5.47,60,0,45621.4,
ORTEC-SYNTH-300-s99_dyn5e,ORTEC-SYNTH-300-s99,1,0.4000,True,0,0,7.96,60,0,42278.1,
ORTEC-SYNTH-300-s99_dyn5e,ORTEC-SYNTH-300-s99,2,0.6000,True,0,0,8.06,60,0,45681.1,
ORTEC-SYNTH-300-s99_dyn5e,ORTEC-SYNTH-300-s99,3,0.8000,True,0,0,7.5,60,0,46851.5,
ORTEC-SYNTH-300-s99_dyn5e,ORTEC-SYNTH-300-s99,4,1.0000,True,0,0,12.88,60,0,47718.8,
ORTEC-SYNTH-500-s200_dyn5e,ORTEC-SYNTH-500-s200,0,0.2000,True,0,0,13.2,100,0,82272.7,
ORTEC-SYNTH-500-s200_dyn5e,ORTEC-SYNTH-500-s200,1,0.4000,True,0,0,13.11,100,0,75615.8,
ORTEC-SYNTH-500-s200_dyn5e,ORTEC-SYNTH-500-s200,2,0.6000,True,0,0,16.38,100,0,82643.0,
ORTEC-SYNTH-500-s200_dyn5e,ORTEC-SYNTH-500-s200,3,0.8000,True,0,0,14.31,100,0,81932.4,
ORTEC-SYNTH-500-s200_dyn5e,ORTEC-SYNTH-500-s200,4,1.0000,True,0,0,21.64,100,0,76196.5,
ORTEC-SYNTH-500-s201_dyn5e,ORTEC-SYNTH-500-s201,0,0.2000,True,0,0,16.2,100,0,73598.9,
ORTEC-SYNTH-500-s201_dyn5e,ORTEC-SYNTH-500-s201,1,0.4000,True,0,0,14.18,100,0,64837.4,
ORTEC-SYNTH-500-s201_dyn5e,ORTEC-SYNTH-500-s201,2,0.6000,True,0,0,16.43,100,0,66992.2,
ORTEC-SYNTH-500-s201_dyn5e,ORTEC-SYNTH-500-s201,3,0.8000,True,0,0,11.17,100,0,73094.4,
ORTEC-SYNTH-500-s201_dyn5e,ORTEC-SYNTH-500-s201,4,1.0000,True,0,0,14.01,100,0,67233.3,
ORTEC-SYNTH-500-s202_dyn5e,ORTEC-SYNTH-500-s202,0,0.2000,True,0,0,13.94,100,0,75568.6,
ORTEC-SYNTH-500-s202_dyn5e,ORTEC-SYNTH-500-s202,1,0.4000,True,0,0,17.19,100,0,72920.7,
ORTEC-SYNTH-500-s202_dyn5e,ORTEC-SYNTH-500-s202,2,0.6000,True,0,0,24.19,100,0,67140.3,
ORTEC-SYNTH-500-s202_dyn5e,ORTEC-SYNTH-500-s202,3,0.8000,True,0,0,17.14,100,0,65639.0,
ORTEC-SYNTH-500-s202_dyn5e,ORTEC-SYNTH-500-s202,4,1.0000,True,0,0,17.75,100,0,74593.0,
ORTEC-SYNTH-500-s204_dyn5e,ORTEC-SYNTH-500-s204,0,0.2000,True,0,0,17.87,100,0,64660.8,
ORTEC-SYNTH-500-s204_dyn5e,ORTEC-SYNTH-500-s204,1,0.4000,True,0,0,16.31,100,0,66544.7,
ORTEC-SYNTH-500-s204_dyn5e,ORTEC-SYNTH-500-s204,2,0.6000,True,0,0,9.71,100,0,66389.0,
ORTEC-SYNTH-500-s204_dyn5e,ORTEC-SYNTH-500-s204,3,0.8000,True,0,0,14.61,100,0,60979.5,
ORTEC-SYNTH-500-s204_dyn5e,ORTEC-SYNTH-500-s204,4,1.0000,True,0,0,9.89,100,0,62351.2,
ORTEC-SYNTH-500-s203_dyn5e,ORTEC-SYNTH-500-s203,0,0.2000,True,0,0,14.15,100,0,66295.0,
ORTEC-SYNTH-500-s203_dyn5e,ORTEC-SYNTH-500-s203,1,0.4000,True,0,0,18.24,100,0,70802.0,
ORTEC-SYNTH-500-s203_dyn5e,ORTEC-SYNTH-500-s203,2,0.6000,True,0,0,16.32,100,0,65819.0,
ORTEC-SYNTH-500-s203_dyn5e,ORTEC-SYNTH-500-s203,3,0.8000,True,0,0,12.64,100,0,65401.1,
ORTEC-SYNTH-500-s203_dyn5e,ORTEC-SYNTH-500-s203,4,1.0000,True,0,0,18.46,100,0,78024.0,
ORTEC-SYNTH-500-s205_dyn5e,ORTEC-SYNTH-500-s205,0,0.2000,True,0,0,17.1,100,0,57753.6,
ORTEC-SYNTH-500-s205_dyn5e,ORTEC-SYNTH-500-s205,1,0.4000,True,0,0,16.88,100,0,64108.2,
ORTEC-SYNTH-500-s205_dyn5e,ORTEC-SYNTH-500-s205,2,0.6000,True,0,0,11.06,100,0,62370.8,
ORTEC-SYNTH-500-s205_dyn5e,ORTEC-SYNTH-500-s205,3,0.8000,True,0,0,11.45,100,0,62458.4,
ORTEC-SYNTH-500-s205_dyn5e,ORTEC-SYNTH-500-s205,4,1.0000,True,0,0,15.92,100,0,70212.8,
ORTEC-SYNTH-500-s207_dyn5e,ORTEC-SYNTH-500-s207,0,0.2000,True,0,0,16.0,100,0,61115.8,
ORTEC-SYNTH-500-s207_dyn5e,ORTEC-SYNTH-500-s207,1,0.4000,True,0,0,8.15,100,0,67411.7,
ORTEC-SYNTH-500-s207_dyn5e,ORTEC-SYNTH-500-s207,2,0.6000,True,0,0,16.2,100,0,66593.8,
ORTEC-SYNTH-500-s207_dyn5e,ORTEC-SYNTH-500-s207,3,0.8000,True,0,0,19.54,100,0,74168.4,
ORTEC-SYNTH-500-s207_dyn5e,ORTEC-SYNTH-500-s207,4,1.0000,True,0,0,17.36,100,0,60740.9,
ORTEC-SYNTH-500-s208_dyn5e,ORTEC-SYNTH-500-s208,0,0.2000,True,0,0,19.11,100,0,80307.3,
ORTEC-SYNTH-500-s208_dyn5e,ORTEC-SYNTH-500-s208,1,0.4000,True,0,0,11.98,100,0,69610.1,
ORTEC-SYNTH-500-s208_dyn5e,ORTEC-SYNTH-500-s208,2,0.6000,True,0,0,12.66,100,0,67913.8,
ORTEC-SYNTH-500-s208_dyn5e,ORTEC-SYNTH-500-s208,3,0.8000,True,0,0,22.34,100,0,70810.4,
ORTEC-SYNTH-500-s208_dyn5e,ORTEC-SYNTH-500-s208,4,1.0000,True,0,0,20.48,100,0,68526.9,
ORTEC-SYNTH-500-s210_dyn5e,ORTEC-SYNTH-500-s210,0,0.2000,True,0,0,15.21,100,0,62762.7,
ORTEC-SYNTH-500-s210_dyn5e,ORTEC-SYNTH-500-s210,1,0.4000,True,0,0,17.83,100,0,70742.2,
ORTEC-SYNTH-500-s210_dyn5e,ORTEC-SYNTH-500-s210,2,0.6000,True,0,0,18.67,100,0,67881.3,
ORTEC-SYNTH-500-s210_dyn5e,ORTEC-SYNTH-500-s210,3,0.8000,True,0,0,14.43,100,0,66367.4,
ORTEC-SYNTH-500-s210_dyn5e,ORTEC-SYNTH-500-s210,4,1.0000,True,0,0,19.83,100,0,62676.9,
ORTEC-SYNTH-500-s206_dyn5e,ORTEC-SYNTH-500-s206,0,0.2000,True,0,0,12.31,100,0,77231.2,
ORTEC-SYNTH-500-s206_dyn5e,ORTEC-SYNTH-500-s206,1,0.4000,True,0,0,15.93,100,0,71906.7,
ORTEC-SYNTH-500-s206_dyn5e,ORTEC-SYNTH-500-s206,2,0.6000,True,0,0,11.68,100,0,77513.2,
ORTEC-SYNTH-500-s206_dyn5e,ORTEC-SYNTH-500-s206,3,0.6000,False,0,0,120.25,0,100,0.0,
ORTEC-SYNTH-500-s206_dyn5e,ORTEC-SYNTH-500-s206,4,0.6000,False,0,0,120.13,0,200,0.0,
ORTEC-SYNTH-500-s211_dyn5e,ORTEC-SYNTH-500-s211,0,0.2000,True,0,0,14.1,100,0,71826.6,
ORTEC-SYNTH-500-s211_dyn5e,ORTEC-SYNTH-500-s211,1,0.4000,True,0,0,15.16,100,0,69717.6,
ORTEC-SYNTH-500-s211_dyn5e,ORTEC-SYNTH-500-s211,2,0.6000,True,0,0,19.33,100,0,64546.1,
ORTEC-SYNTH-500-s211_dyn5e,ORTEC-SYNTH-500-s211,3,0.8000,True,0,0,12.35,100,0,69785.0,
ORTEC-SYNTH-500-s211_dyn5e,ORTEC-SYNTH-500-s211,4,1.0000,True,0,0,16.54,100,0,73479.4,
ORTEC-SYNTH-300-s91_dyn5e,ORTEC-SYNTH-300-s91,0,0.0000,False,0,0,240.1,0,60,0.0,
ORTEC-SYNTH-300-s91_dyn5e,ORTEC-SYNTH-300-s91,1,0.0000,False,0,0,120.2,0,120,0.0,
ORTEC-SYNTH-300-s91_dyn5e,ORTEC-SYNTH-300-s91,2,0.0000,False,0,0,120.39,0,180,0.0,
ORTEC-SYNTH-300-s91_dyn5e,ORTEC-SYNTH-300-s91,3,0.0000,False,0,0,120.36,0,240,0.0,
ORTEC-SYNTH-300-s91_dyn5e,ORTEC-SYNTH-300-s91,4,0.0000,False,0,0,120.28,0,300,0.0,
ORTEC-SYNTH-500-s212_dyn5e,ORTEC-SYNTH-500-s212,0,0.2000,True,0,0,17.29,100,0,68340.9,
ORTEC-SYNTH-500-s212_dyn5e,ORTEC-SYNTH-500-s212,1,0.4000,True,0,0,25.06,100,0,70901.2,
