feasible,improvement,instance,method,method_label,metric,n,panel,rate,scale,scenario,served_rate,size
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s205_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s205_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s205_dyn5e,100.2,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s206_dyn5e,60.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s206_dyn5e,60.199999999999996,
False,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s206_dyn5e,60.199999999999996,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s207_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s207_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s207_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s208_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s208_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s208_dyn5e,100.2,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s209_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s209_dyn5e,0.0,
False,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s209_dyn5e,0.0,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s210_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s210_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s210_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s211_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s211_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s211_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s212_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s212_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s212_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s213_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s213_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s213_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s214_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s214_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s214_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s215_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s215_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s215_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s216_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s216_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s216_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s217_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s217_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s217_dyn5e,100.2,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s218_dyn5e,80.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s218_dyn5e,80.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s218_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s219_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s219_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s219_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s220_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s220_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s220_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s221_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s221_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s221_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s222_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s222_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s222_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s223_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s223_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s223_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s224_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s224_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s224_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s225_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s225_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s225_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s226_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s226_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s226_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s227_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s227_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s227_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s228_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s228_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s228_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s229_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s229_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s229_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s230_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s230_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s230_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s231_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s231_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s231_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s232_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s232_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s232_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s233_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s233_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s233_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s234_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s234_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s234_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s235_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s235_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s235_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s236_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s236_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s236_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s237_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s237_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s237_dyn5e,100.2,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s238_dyn5e,80.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s238_dyn5e,80.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s238_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s239_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s239_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s239_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s240_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s240_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s240_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s241_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s241_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s241_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s242_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s242_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s242_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s243_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s243_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s243_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s244_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s244_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s244_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s245_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s245_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s245_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s246_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s246_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s246_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s247_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s247_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s247_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s248_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s248_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s248_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s249_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s249_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s249_dyn5e,100.2,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s250_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s250_dyn5e,38.6,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s250_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s251_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s251_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s251_dyn5e,100.2,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s252_dyn5e,40.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s252_dyn5e,40.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s252_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s253_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s253_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s253_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s254_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s254_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s254_dyn5e,100.2,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s255_dyn5e,40.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s255_dyn5e,40.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s255_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s256_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s256_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s256_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s257_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s257_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s257_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s258_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s258_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s258_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s259_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s259_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s259_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s260_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s260_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s260_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s261_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s261_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s261_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s262_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s262_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s262_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s263_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s263_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s263_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s264_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s264_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s264_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s265_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s265_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s265_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s266_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s266_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s266_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s267_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s267_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s267_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s268_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s268_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s268_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s269_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s269_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s269_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s45_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s45_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s45_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s46_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s46_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s46_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s47_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s47_dyn5e,100.2,
True,,,retry,DRoC retry,,,dynamic_served_rate,,500,ORTEC-SYNTH-500-s47_dyn5e,100.2,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s400_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s400_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s400_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s401_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s401_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s401_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s402_dyn5e,20.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s402_dyn5e,20.13,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s402_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s403_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s403_dyn5e,98.38,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s403_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s404_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s404_dyn5e,91.0,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s404_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s405_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s405_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s405_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s406_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s406_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s406_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s407_dyn5e,60.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s407_dyn5e,60.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s407_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s408_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s408_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s408_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s409_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s409_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s409_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s410_dyn5e,20.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s410_dyn5e,100.0,
False,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s410_dyn5e,100.0,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s411_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s411_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s411_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s412_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s412_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s412_dyn5e,100.12,
